Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	fallback_count	fallback_weight
5A	150-200%	Single-Family Attached	Owner	1940-59	0.0615837	0.00761147	0.269521	0.0666231	0.269521	0.0295506	0.00365232	0.235585	0.0291172	0.0272353	0	5	6639.61	138	681209
5A	150-200%	Single-Family Attached	Renter	1940-59	0.193454	0.02391	0.149856	0.0370431	0.149856	0.0754158	0.00932106	0.321418	0.0397259	0	0	4	6083.08	19	84533.1
5A	200-300%	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	18	16588.3	18	16588.3
5A	200-300%	Single-Family Attached	Owner	1940-59	0	0	0.317052	0.0783723	0.317052	0	0	0.255897	0.0316277	0	0	10	9963.91	10	9963.91
5A	200-300%	Single-Family Attached	Renter	1940-59	0.138723	0.0171455	0.131799	0.0325795	0.131799	0.235861	0.0291514	0.251819	0.0311236	0	0	8	6624.42	29	126329
5A	300-400%	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	13	24660.8	13	24660.8
5A	300-400%	Single-Family Attached	Owner	1940-59	0.0783911	0.00968879	0.258821	0.0639783	0.258821	0.0195919	0.00242147	0.264919	0.0327428	0.0106239	0	8	12125.8	254	1.05967e+06
5A	300-400%	Single-Family Attached	Renter	1940-59	0.170306	0.0210491	0.133429	0.0329825	0.133429	0.111813	0.0138196	0.341023	0.0421489	0	0	5	12535	22	104777
5A	400%+	Single-Family Attached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	35	76936.4	35	76936.4
5A	400%+	Single-Family Attached	Owner	1940-59	0.301021	0.0372048	0.236305	0.0584124	0.236305	0.0176692	0.00218383	0.0987009	0.012199	0	0	25	50484.4	25	50484.4
5A	400%+	Single-Family Attached	Renter	1940-59	0.454803	0.0562117	0.0301467	0.007452	0.0301467	0.0390647	0.00482823	0.335838	0.0415081	0	0	10	26452	10	26452
5A	Not Available	Single-Family Attached	Not Available	1940-59	0.194278	0.0240119	0.152157	0.0376119	0.152157	0.134271	0.0165953	0.257137	0.031781	0	0	75	204079	75	204079
5A	Not Available	Single-Family Attached	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	46	100821	46	100821
5A	Not Available	Single-Family Attached	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	29	103258	29	103258
5A	0-100%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	12	56448.6	12	56448.6
5A	0-100%	Single-Family Attached	Owner	1960-79	0.140449	0.0173589	0.176746	0.0436901	0.176746	0.0259856	0.00321171	0.323094	0.039933	0.0527847	0	2	11790.3	30	160322
5A	0-100%	Single-Family Attached	Renter	1960-79	0.170079	0.021021	0.111359	0.0275269	0.111359	0.0162126	0.00200381	0.480991	0.0594483	0	0	10	44658.3	10	44658.3
5A	100-150%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	8	34859.1	72	339531
5A	100-150%	Single-Family Attached	Owner	1960-79	0.099018	0.0122382	0.229783	0.0568003	0.229783	0.0556728	0.0068809	0.275743	0.0340806	0	0	3	16605	54	256617
5A	100-150%	Single-Family Attached	Renter	1960-79	0.0808992	0.00999878	0.142512	0.0352277	0.142512	0.242861	0.0300165	0.281216	0.034757	0	0	5	18254.1	18	82913.9
5A	150-200%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	12	37098.5	12	37098.5
5A	150-200%	Single-Family Attached	Owner	1960-79	0.137077	0.0169421	0.294376	0.0727672	0.294376	0.0292081	0.00360999	0.0859451	0.0106224	0.055075	0	6	13874.5	72	279634
5A	150-200%	Single-Family Attached	Renter	1960-79	0.0834101	0.0103091	0.166082	0.041054	0.166082	0.0895074	0.0110627	0.384918	0.0475742	0	0	6	23224.1	23	94657.8
5A	200-300%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	23	63213.8	23	63213.8
5A	200-300%	Single-Family Attached	Owner	1960-79	0.224736	0.0277764	0.21568	0.0533142	0.21568	0	0	0.233903	0.0289094	0	0	10	31212.1	10	31212.1
5A	200-300%	Single-Family Attached	Renter	1960-79	0.161103	0.0199116	0.135625	0.0335254	0.135625	0.136201	0.0168339	0.321445	0.0397291	0	0	13	32001.8	13	32001.8
5A	300-400%	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	12	48409	12	48409
5A	300-400%	Single-Family Attached	Owner	1960-79	0.0818368	0.0101147	0.274181	0.067775	0.274181	0.0532234	0.00657818	0.200715	0.0248075	0.00658752	0	3	13050.1	167	608326
5A	300-400%	Single-Family Attached	Renter	1960-79	0.266104	0.0328892	0.109105	0.0269698	0.109105	0.0450021	0.00556206	0.360684	0.0445789	0	0	9	35358.9	17	71478.2
5A	400%+	Single-Family Attached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	25	79878.5	25	79878.5
5A	400%+	Single-Family Attached	Owner	1960-79	0.230885	0.0285363	0.256976	0.0635221	0.256976	0.0324587	0.00401175	0.0375055	0.00463551	0.0844944	0	17	51467	17	51467
5A	400%+	Single-Family Attached	Renter	1960-79	0.101961	0.0126019	0.156965	0.0388004	0.156965	0.0327367	0.00404611	0.399224	0.0493423	0.0473569	0	8	28411.5	21	80883.3
5A	Not Available	Single-Family Attached	Not Available	1960-79	0.180892	0.0223575	0.161044	0.0398087	0.161044	0.0537832	0.00664736	0.321138	0.0396912	0.0135935	0	70	319908	70	319908
5A	Not Available	Single-Family Attached	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	34	137999	34	137999
5A	Not Available	Single-Family Attached	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	36	181909	36	181909
5A	0-100%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	8	33141.4	24	112602
5A	0-100%	Single-Family Attached	Owner	1980-99	0.278175	0.0343812	0.272373	0.0588574	0.203836	0.135615	0.0167614	0	0	0	0	3	9996.32	16	79428
5A	0-100%	Single-Family Attached	Renter	1980-99	0.122186	0.0151017	0.222291	0.0495232	0.178397	0.253284	0.0313047	0.113843	0.0140704	0	0	5	23145.1	21	81334.8
5A	100-150%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	43841.4	11	43841.4
5A	100-150%	Single-Family Attached	Owner	1980-99	0.0669881	0.00827943	0.324846	0.070983	0.24947	0.0265398	0.0032802	0.222155	0.0274574	0	0	8	32447.6	31	137786
5A	100-150%	Single-Family Attached	Renter	1980-99	0	0	0.245262	0.0514646	0.171133	0.316355	0.0391	0.15725	0.0194354	0	0	3	11393.8	13	48160.9
5A	150-200%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	11	30069.5	11	30069.5
5A	150-200%	Single-Family Attached	Owner	1980-99	0.0168967	0.00208836	0.348568	0.0746097	0.255093	0	0	0.204955	0.0253315	0.0724583	0	7	19999.2	33	127345
5A	150-200%	Single-Family Attached	Renter	1980-99	0	0	0.245262	0.0514646	0.171133	0.316355	0.0391	0.15725	0.0194354	0	0	4	10070.3	13	48160.9
5A	200-300%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	29	64914.9	29	64914.9
5A	200-300%	Single-Family Attached	Owner	1980-99	0.209156	0.0258507	0.312205	0.0639142	0.204919	0.0820847	0.0101453	0.0813458	0.010054	0.000325535	0	20	42486.9	20	42486.9
5A	200-300%	Single-Family Attached	Renter	1980-99	0.00284294	0.000351375	0.262136	0.0553376	0.185596	0.128778	0.0159163	0.310648	0.0383947	0	0	9	22428	18	55750.7
5A	300-400%	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	23	65507.2	23	65507.2
5A	300-400%	Single-Family Attached	Owner	1980-99	0.114354	0.0141336	0.382533	0.079921	0.2641	0	0	0.129013	0.0159454	0	0	16	45048.2	16	45048.2
5A	300-400%	Single-Family Attached	Renter	1980-99	0.0405299	0.00500932	0.348403	0.0777743	0.280862	0	0	0.159955	0.0197698	0.0676965	0	7	20459	15	44968.6
5A	400%+	Single-Family Attached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	82	310921	82	310921
5A	400%+	Single-Family Attached	Owner	1980-99	0.135368	0.0167309	0.30817	0.0645808	0.214347	0.0499953	0.0061792	0.178339	0.0220419	0.0042473	0	74	281539	74	281539
5A	400%+	Single-Family Attached	Renter	1980-99	0	0	0.364525	0.0724124	0.221357	0	0	0.261606	0.0323333	0.0477662	0	8	29382.5	19	77148.2
5A	Not Available	Single-Family Attached	Not Available	1980-99	0.110575	0.0136665	0.314125	0.0659148	0.219186	0.0755949	0.0093432	0.146955	0.018163	0.0264778	0	130	548395	130	548395
5A	Not Available	Single-Family Attached	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	105	431517	105	431517
5A	Not Available	Single-Family Attached	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	25	116879	25	116879
5A	0-100%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	3	6649.7	14	65006.3
5A	0-100%	Single-Family Attached	Owner	2000-09	0.112071	0.0138514	0.296102	0.0914921	0.444153	0	0	0	0	0.0423313	0	0	0	41	138863
5A	0-100%	Single-Family Attached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	3	6649.7	13	46676
5A	100-150%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	5	14915.2	14	48853.7
5A	100-150%	Single-Family Attached	Owner	2000-09	0.116351	0.0143805	0.309459	0.0956195	0.464189	0	0	0	0	0	0	3	11235	11	40287.3
5A	100-150%	Single-Family Attached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	2	3680.21	13	46676
5A	150-200%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	7	13870.2	26	71678.6
5A	150-200%	Single-Family Attached	Owner	2000-09	0.0735291	0.00908787	0.326588	0.100912	0.489883	0	0	0	0	0	0	5	8116.46	23	63359.8
5A	150-200%	Single-Family Attached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	2	5753.76	13	46676
5A	200-300%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	15	34482.6	15	34482.6
5A	200-300%	Single-Family Attached	Owner	2000-09	0.482801	0.0596721	0.16288	0.0503279	0.244319	0	0	0	0	0	0	11	25252.8	11	25252.8
5A	200-300%	Single-Family Attached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	4	9229.75	15	69931.9
5A	300-400%	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	14	33637.6	14	33637.6
5A	300-400%	Single-Family Attached	Owner	2000-09	0.149621	0.0184925	0.296151	0.0915075	0.444227	0	0	0	0	0	0	10	15178.5	10	15178.5
5A	300-400%	Single-Family Attached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	4	18459.1	15	69931.9
5A	400%+	Single-Family Attached	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	59	192752	59	192752
5A	400%+	Single-Family Attached	Owner	2000-09	0.210142	0.0259726	0.26196	0.0809427	0.39294	0	0	0	0	0.028042	0	50	167557	50	167557
5A	400%+	Single-Family Attached	Renter	2000-09	0	0	0.356	0.11	0.534	0	0	0	0	0	0	9	25194.6	10	32833.5
5A	Not Available	Single-Family Attached	Not Available	2000-09	0.205819	0.0254383	0.267369	0.0826141	0.401054	0	0	0	0	0.0177049	0	82	296307	82	296307
5A	Not Available	Single-Family Attached	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	64	227340	64	227340
5A	Not Available	Single-Family Attached	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	18	68967.1	18	68967.1
5A	0-100%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	2	4220.46	24	63077.6
5A	0-100%	Single-Family Attached	Owner	2010s	0	0	0	0	0.809034	0	0	0	0	0.190966	0	1	2785.8	13	41106.2
5A	0-100%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	1434.66	11	21971.4
5A	100-150%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	3	7409.94	21	58332.5
5A	100-150%	Single-Family Attached	Owner	2010s	0	0	0	0	0.852491	0	0	0	0	0.147509	0	0	0	11	37795.8
5A	100-150%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	3	7409.94	10	20536.7
5A	150-200%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	6	9574.83	13	30134.9
5A	150-200%	Single-Family Attached	Owner	2010s	0	0	0	0	0.852491	0	0	0	0	0.147509	0	1	362.478	11	37795.8
5A	150-200%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	5	9212.35	10	20536.7
5A	200-300%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	8	15038	30	67532.6
5A	200-300%	Single-Family Attached	Owner	2010s	0	0	0	0	0.973628	0	0	0	0	0.0263722	0	6	9461.09	26	51155.5
5A	200-300%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	2	5576.91	14	44166.1
5A	300-400%	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	5	9224.66	33	70623.8
5A	300-400%	Single-Family Attached	Owner	2010s	0	0	0	0	0.91842	0	0	0	0	0.0815804	0	4	8934.45	32	70333.6
5A	300-400%	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	1	290.215	14	44166.1
5A	400%+	Single-Family Attached	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	25	78323.1	25	78323.1
5A	400%+	Single-Family Attached	Owner	2010s	0	0	0	0	0.939794	0	0	0	0	0.0602061	0	20	57089.8	20	57089.8
5A	400%+	Single-Family Attached	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	5	21233.3	13	54588.1
5A	Not Available	Single-Family Attached	Not Available	2010s	0	0	0	0	0.918219	0	0	0	0	0.0817814	0	39	123791	39	123791
5A	Not Available	Single-Family Attached	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	27	78633.6	27	78633.6
5A	Not Available	Single-Family Attached	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	12	45157.4	12	45157.4
5A	0-100%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	9	42803.6	16	99509.9
5A	0-100%	Single-Family Attached	Owner	<1940	0.0750586	0.0092769	0.26074	0.0644525	0.26074	0.114886	0.0141994	0.178576	0.0220712	0	0	6	31392.8	77	548842
5A	0-100%	Single-Family Attached	Renter	<1940	0.0636743	0.00786985	0.164465	0.0406542	0.164465	0.105612	0.0130531	0.391785	0.0484229	0	0	3	11410.8	39	331019
5A	100-150%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	7	19537.5	125	728273
5A	100-150%	Single-Family Attached	Owner	<1940	0.0372626	0.00460549	0.217991	0.0538855	0.217991	0.0937801	0.0115908	0.322975	0.0399183	0	0	6	16137.3	105	596791
5A	100-150%	Single-Family Attached	Renter	<1940	0.0234884	0.00290306	0.126598	0.0312939	0.126598	0.0459298	0.00567672	0.567385	0.0701263	0	0	1	3400.18	20	131482
5A	150-200%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	7	18342	157	765742
5A	150-200%	Single-Family Attached	Owner	<1940	0.0615837	0.00761147	0.269521	0.0666231	0.269521	0.0295506	0.00365232	0.235585	0.0291172	0.0272353	0	4	8832.73	138	681209
5A	150-200%	Single-Family Attached	Renter	<1940	0.193454	0.02391	0.149856	0.0370431	0.149856	0.0754158	0.00932106	0.321418	0.0397259	0	0	3	9509.3	19	84533.1
5A	200-300%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	13	26862.2	13	26862.2
5A	200-300%	Single-Family Attached	Owner	<1940	0	0	0.392897	0.0971207	0.392897	0	0	0.104205	0.0128793	0	0	7	14504.4	10	24468.3
5A	200-300%	Single-Family Attached	Renter	<1940	0.138723	0.0171455	0.131799	0.0325795	0.131799	0.235861	0.0291514	0.251819	0.0311236	0	0	6	12357.8	29	126329
5A	300-400%	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	7	19839.5	13	44500.3
5A	300-400%	Single-Family Attached	Owner	<1940	0.0783911	0.00968879	0.258821	0.0639783	0.258821	0.0195919	0.00242147	0.264919	0.0327428	0.0106239	0	5	11407.6	254	1.05967e+06
5A	300-400%	Single-Family Attached	Renter	<1940	0.170306	0.0210491	0.133429	0.0329825	0.133429	0.111813	0.0138196	0.341023	0.0421489	0	0	2	8431.86	22	104777
5A	400%+	Single-Family Attached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	24	83483.5	24	83483.5
5A	400%+	Single-Family Attached	Owner	<1940	0.134752	0.0166547	0.287677	0.0711112	0.287677	0.0500808	0.00618976	0.129813	0.0160443	0	0	17	46029.3	17	46029.3
5A	400%+	Single-Family Attached	Renter	<1940	0.364828	0.0450912	0.0447251	0.0110556	0.0447251	0.0579557	0.00716306	0.377766	0.0466902	0	0	7	37454.2	10	63906.1
5A	Not Available	Single-Family Attached	Not Available	<1940	0.157934	0.0195199	0.199444	0.0493007	0.199444	0.145751	0.0180142	0.187428	0.0231652	0	0	50	210868	50	210868
5A	Not Available	Single-Family Attached	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	34	128304	34	128304
5A	Not Available	Single-Family Attached	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	16	82564.2	16	82564.2
5A	0-100%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	100	432599	100	432599
5A	0-100%	Single-Family Detached	Owner	1940-59	0.0788854	0.00974988	0.268373	0.0663393	0.268373	0.103257	0.0127621	0.171112	0.0211487	0	0	70	297507	70	297507
5A	0-100%	Single-Family Detached	Renter	1940-59	0.0195292	0.00241372	0.184684	0.0456523	0.184684	0.171993	0.0212575	0.329109	0.0406764	0	0	30	135092	30	135092
5A	100-150%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	116	335016	116	335016
5A	100-150%	Single-Family Detached	Owner	1940-59	0.044464	0.00549555	0.222644	0.0550355	0.222644	0.101742	0.0125748	0.298507	0.0368941	0	0	99	278737	99	278737
5A	100-150%	Single-Family Detached	Renter	1940-59	0.01531	0.00189225	0.149786	0.0370257	0.149786	0.0217814	0.00269208	0.553337	0.0683899	0	0	17	56279.1	17	56279.1
5A	150-200%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	148	359575	148	359575
5A	150-200%	Single-Family Detached	Owner	1940-59	0.0708709	0.00875932	0.236736	0.0585191	0.236736	0.04548	0.00562113	0.266845	0.0329809	0.0374508	0	133	329977	133	329977
5A	150-200%	Single-Family Detached	Renter	1940-59	0.149989	0.0185379	0.149555	0.0369685	0.149555	0.0399313	0.00493533	0.400971	0.0495582	0	0	15	29598.1	15	29598.1
5A	200-300%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	309	701502	309	701502
5A	200-300%	Single-Family Detached	Owner	1940-59	0.0788682	0.00974775	0.264445	0.0653685	0.264445	0.0444561	0.00549458	0.210677	0.0260388	0.0304577	0	288	645870	288	645870
5A	200-300%	Single-Family Detached	Renter	1940-59	0.0833843	0.0103059	0.124636	0.0308088	0.124636	0.22958	0.0283751	0.327764	0.0405102	0	0	21	55632.1	21	55632.1
5A	300-400%	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	263	615358	263	615358
5A	300-400%	Single-Family Detached	Owner	1940-59	0.0469186	0.00579892	0.28882	0.0713938	0.28882	0.0195422	0.00241533	0.231094	0.0285622	0.0166336	0	246	573616	246	573616
5A	300-400%	Single-Family Detached	Renter	1940-59	0.137627	0.0170101	0.232022	0.0573537	0.232022	0.0489007	0.00604391	0.239428	0.0295923	0	0	17	41741.3	17	41741.3
5A	400%+	Single-Family Detached	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	592	1.97408e+06	592	1.97408e+06
5A	400%+	Single-Family Detached	Owner	1940-59	0.0805362	0.00995392	0.290004	0.0716864	0.290004	0.0278476	0.00344184	0.18848	0.0232953	0.0147503	0	560	1.86024e+06	560	1.86024e+06
5A	400%+	Single-Family Detached	Renter	1940-59	0.187482	0.0231719	0.154172	0.03811	0.154172	0.202672	0.0250494	0.191501	0.0236687	0	0	32	113847	32	113847
5A	Not Available	Single-Family Detached	Not Available	1940-59	0.073919	0.00913605	0.264352	0.0653454	0.264352	0.0519091	0.00641573	0.221567	0.0273846	0.0156197	0	1105	4.41813e+06	1105	4.41813e+06
5A	Not Available	Single-Family Detached	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	1009	3.98594e+06	1009	3.98594e+06
5A	Not Available	Single-Family Detached	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	96	432189	96	432189
5A	0-100%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	37	231319	37	231319
5A	0-100%	Single-Family Detached	Owner	1960-79	0.151598	0.0187368	0.155453	0.0384265	0.155453	0.0280483	0.00346665	0.348741	0.0431029	0.0569747	0	28	148532	28	148532
5A	0-100%	Single-Family Detached	Renter	1960-79	0.122658	0.0151599	0.176916	0.043732	0.176916	0.0776885	0.00960195	0.335822	0.0415061	0	0	9	82787.8	19	127446
5A	100-150%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	64	304672	64	304672
5A	100-150%	Single-Family Detached	Owner	1960-79	0.105868	0.0130849	0.23979	0.059274	0.23979	0.0595244	0.00735695	0.245027	0.0302842	0	0	51	240012	51	240012
5A	100-150%	Single-Family Detached	Renter	1960-79	0.103738	0.0128215	0.123343	0.0304893	0.123343	0.240469	0.0297209	0.299107	0.0369683	0	0	13	64659.8	13	64659.8
5A	150-200%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	83	337194	83	337194
5A	150-200%	Single-Family Detached	Owner	1960-79	0.129034	0.015948	0.294113	0.072702	0.294113	0.0307329	0.00379845	0.090432	0.011177	0.0579503	0	66	265760	66	265760
5A	150-200%	Single-Family Detached	Renter	1960-79	0.0672588	0.00831289	0.208219	0.0514699	0.208219	0.118607	0.0146593	0.287695	0.0355579	0	0	17	71433.7	17	71433.7
5A	200-300%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	185	643085	185	643085
5A	200-300%	Single-Family Detached	Owner	1960-79	0.14945	0.0184714	0.316899	0.0783345	0.316899	0.0349715	0.00432232	0.0689298	0.00851942	0.00320377	0	168	537882	168	537882
5A	200-300%	Single-Family Detached	Renter	1960-79	0.154216	0.0190604	0.0868651	0.0214723	0.0868651	0.0679896	0.00840321	0.494064	0.0610641	0	0	17	105203	17	105203
5A	300-400%	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	172	631395	172	631395
5A	300-400%	Single-Family Detached	Owner	1960-79	0.0757851	0.0093667	0.278413	0.0688211	0.278413	0.0543902	0.00672239	0.197008	0.0243493	0.00673194	0	164	595276	164	595276
5A	300-400%	Single-Family Detached	Renter	1960-79	0.266104	0.0328892	0.109105	0.0269698	0.109105	0.0450021	0.00556206	0.360684	0.0445789	0	0	8	36119.2	17	71478.2
5A	400%+	Single-Family Detached	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	435	2.18812e+06	435	2.18812e+06
5A	400%+	Single-Family Detached	Owner	1960-79	0.0904069	0.0111739	0.328439	0.0811872	0.328439	0.00997696	0.00123311	0.117298	0.0144975	0.0173485	0	422	2.13564e+06	422	2.13564e+06
5A	400%+	Single-Family Detached	Renter	1960-79	0.124638	0.0154047	0.19146	0.0473273	0.19146	0	0	0.317472	0.0392381	0.0729989	0	13	52471.8	13	52471.8
5A	Not Available	Single-Family Detached	Not Available	1960-79	0.103653	0.012811	0.290787	0.07188	0.290787	0.0321663	0.00397562	0.15814	0.0195453	0.0162542	0	711	4.33578e+06	711	4.33578e+06
5A	Not Available	Single-Family Detached	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	657	3.92311e+06	657	3.92311e+06
5A	Not Available	Single-Family Detached	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	54	412675	54	412675
5A	0-100%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	16	79460.6	16	79460.6
5A	0-100%	Single-Family Detached	Owner	1980-99	0.318225	0.0393312	0.236529	0.0514942	0.180106	0.15514	0.0191746	0	0	0	0	13	69431.7	13	69431.7
5A	0-100%	Single-Family Detached	Renter	1980-99	0.122186	0.0151017	0.222291	0.0495232	0.178397	0.253284	0.0313047	0.113843	0.0140704	0	0	3	10028.9	21	81334.8
5A	100-150%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	24	111244	24	111244
5A	100-150%	Single-Family Detached	Owner	1980-99	0.0665494	0.00822521	0.343373	0.075896	0.270694	0	0	0.209383	0.0258788	0	0	23	105338	23	105338
5A	100-150%	Single-Family Detached	Renter	1980-99	0	0	0.245262	0.0514646	0.171133	0.316355	0.0391	0.15725	0.0194354	0	0	1	5906.28	13	48160.9
5A	150-200%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	31	128137	31	128137
5A	150-200%	Single-Family Detached	Owner	1980-99	0.0200446	0.00247743	0.348611	0.0747604	0.256269	0	0	0.243139	0.0300509	0.0246474	0	26	107346	26	107346
5A	150-200%	Single-Family Detached	Renter	1980-99	0	0	0.245262	0.0514646	0.171133	0.316355	0.0391	0.15725	0.0194354	0	0	5	20790.5	13	48160.9
5A	200-300%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	112	413650	112	413650
5A	200-300%	Single-Family Detached	Owner	1980-99	0.120452	0.0148874	0.309164	0.0660689	0.225393	0.0660984	0.00816946	0.125959	0.015568	0.0482396	0	103	380327	103	380327
5A	200-300%	Single-Family Detached	Renter	1980-99	0.00284294	0.000351375	0.262136	0.0553376	0.185596	0.128778	0.0159163	0.310648	0.0383947	0	0	9	33322.7	18	55750.7
5A	300-400%	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	143	521536	143	521536
5A	300-400%	Single-Family Detached	Owner	1980-99	0.0689043	0.00851626	0.385886	0.0821043	0.278412	0.0349342	0.00431771	0.0969479	0.0119823	0.0279949	0	135	497026	135	497026
5A	300-400%	Single-Family Detached	Renter	1980-99	0.0405299	0.00500932	0.348403	0.0777743	0.280862	0	0	0.159955	0.0197698	0.0676965	0	8	24509.7	15	44968.6
5A	400%+	Single-Family Detached	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	393	2.22467e+06	393	2.22467e+06
