Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	fallback_count	fallback_weight
5A	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0.0525159	0	0.137175	0.571476	0.0857957	0.0578259	0.0952117	0	0	0	10	32103.7	13	47610.7
5A	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0.0162909	0.0232099	0.0546124	0.0933048	0.232303	0.26778	0.149783	0.116015	0.0344121	0	0.0122882	7	23827.5	110	566662
5A	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	324	1.41778e+06	357	1.556e+06
5A	Single-Family Attached	No	Ducted Heating	Owner	0	0.00941219	0.00796591	0.0687712	0.0379606	0.262131	0.279875	0.251316	0.0673848	0.00839789	0.00249319	0.00429217	234	925797	254	1.01316e+06
5A	Single-Family Attached	No	Ducted Heating	Renter	0	0.013432	0.0242287	0.0570096	0.0891498	0.237222	0.262667	0.146433	0.121108	0.0359226	0	0.0128276	90	491987	103	542835
5A	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	3	15507.1	20	71438.2
5A	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0.0525159	0	0.137175	0.571476	0.0857957	0.0578259	0.0952117	0	0	0	3	15507.1	13	47610.7
5A	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0.0162909	0.0232099	0.0546124	0.0933048	0.232303	0.26778	0.149783	0.116015	0.0344121	0	0.0122882	0	0	110	566662
5A	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	33	138215	357	1.556e+06
5A	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0.00941219	0.00796591	0.0687712	0.0379606	0.262131	0.279875	0.251316	0.0673848	0.00839789	0.00249319	0.00429217	20	87367.5	254	1.01316e+06
5A	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0.013432	0.0242287	0.0570096	0.0891498	0.237222	0.262667	0.146433	0.121108	0.0359226	0	0.0128276	13	50847.9	103	542835
5A	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5A	Single-Family Attached	No	None	Owner	0	0.00918151	0.00959414	0.066555	0.0454039	0.273872	0.273699	0.240229	0.0671276	0.00772211	0.00266918	0.00394678	0	0	0	0
5A	Single-Family Attached	No	None	Renter	0	0.022958	0.0228903	0.0669743	0.0891359	0.234985	0.254064	0.140861	0.122074	0.0339382	0	0.012119	0	0	0	0
5A	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	73125.9
5A	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	0	0	74	469561
5A	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.189142	0	0.244817	0.0858029	0.199111	0.0982756	0.039918	0.142933	0	0	0	0	0	10	32072
5A	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	73125.9
5A	Single-Family Attached	Yes	Ducted Heating	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	0	0	74	469561
5A	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.189142	0	0.244817	0.0858029	0.199111	0.0982756	0.039918	0.142933	0	0	0	0	0	10	32072
5A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	73125.9
5A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	0	0	74	469561
5A	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.189142	0	0.244817	0.0858029	0.199111	0.0982756	0.039918	0.142933	0	0	0	0	0	10	32072
5A	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	18	73125.9	18	73125.9
5A	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	8	41053.9	74	469561
5A	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.189142	0	0.244817	0.0858029	0.199111	0.0982756	0.039918	0.142933	0	0	0	10	32072	10	32072
5A	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5A	Single-Family Attached	Yes	None	Owner	0	0.00918151	0.00959414	0.066555	0.0454039	0.273872	0.273699	0.240229	0.0671276	0.00772211	0.00266918	0.00394678	0	0	0	0
5A	Single-Family Attached	Yes	None	Renter	0	0.022958	0.0228903	0.0669743	0.0891359	0.234985	0.254064	0.140861	0.122074	0.0339382	0	0.012119	0	0	0	0
5A	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	97	662472	112	734623
5A	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0	0	0.0496596	0.139013	0.341277	0.243367	0.146606	0.0425068	0.00858559	0.0289849	0	94	647261	109	719412
5A	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0.0107899	0.0201413	0.0892277	0.0772501	0.254624	0.276648	0.182739	0.0362482	0.0262184	0.00881854	0.0172954	3	15210.5	179	1.42827e+06
5A	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	2093	1.41498e+07	2568	1.68639e+07
5A	Single-Family Detached	No	Ducted Heating	Owner	0	0.0158429	0.0162887	0.067858	0.0894891	0.317183	0.269388	0.161951	0.0502003	0.00637529	0.00367714	0.00174591	1943	1.29201e+07	2392	1.54509e+07
5A	Single-Family Detached	No	Ducted Heating	Renter	0	0.010906	0.0203581	0.0901881	0.0780816	0.249434	0.276792	0.184706	0.0366384	0.0265006	0.00891347	0.0174815	150	1.22968e+06	176	1.41306e+06
5A	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	72150.9	112	734623
5A	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0496596	0.139013	0.341277	0.243367	0.146606	0.0425068	0.00858559	0.0289849	0	15	72150.9	109	719412
5A	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0.0107899	0.0201413	0.0892277	0.0772501	0.254624	0.276648	0.182739	0.0362482	0.0262184	0.00881854	0.0172954	0	0	179	1.42827e+06
5A	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	475	2.71417e+06	2568	1.68639e+07
5A	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.0158429	0.0162887	0.067858	0.0894891	0.317183	0.269388	0.161951	0.0502003	0.00637529	0.00367714	0.00174591	449	2.53079e+06	2392	1.54509e+07
5A	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.010906	0.0203581	0.0901881	0.0780816	0.249434	0.276792	0.184706	0.0366384	0.0265006	0.00891347	0.0174815	26	183380	176	1.41306e+06
5A	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5A	Single-Family Detached	No	None	Owner	0	0.014773	0.0151886	0.0677528	0.0929572	0.315834	0.26993	0.161191	0.049455	0.0063175	0.00497368	0.001628	0	0	0	0
5A	Single-Family Detached	No	None	Renter	0	0.0105158	0.0196296	0.0918209	0.0771407	0.244415	0.285725	0.178096	0.041654	0.0255523	0.0085945	0.016856	0	0	0	0
5A	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73	452466
5A	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0	0	0.0962579	0.144133	0.217879	0.338676	0.158029	0.0331476	0	0.0118768	0	0	0	63	399627
5A	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0	0	0.136233	0.0519461	0.107254	0.527224	0	0.177342	0	0	0	0	0	10	52839.3
5A	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73	452466
5A	Single-Family Detached	Yes	Ducted Heating	Owner	0	0	0	0.0962579	0.144133	0.217879	0.338676	0.158029	0.0331476	0	0.0118768	0	0	0	63	399627
5A	Single-Family Detached	Yes	Ducted Heating	Renter	0	0	0	0.136233	0.0519461	0.107254	0.527224	0	0.177342	0	0	0	0	0	10	52839.3
5A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	73	452466
5A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.0962579	0.144133	0.217879	0.338676	0.158029	0.0331476	0	0.0118768	0	0	0	63	399627
5A	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.136233	0.0519461	0.107254	0.527224	0	0.177342	0	0	0	0	0	10	52839.3
5A	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	73	452466	73	452466
5A	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0	0	0.0962579	0.144133	0.217879	0.338676	0.158029	0.0331476	0	0.0118768	0	63	399627	63	399627
5A	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0	0	0.136233	0.0519461	0.107254	0.527224	0	0.177342	0	0	0	10	52839.3	10	52839.3
5A	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5A	Single-Family Detached	Yes	None	Owner	0	0.014773	0.0151886	0.0677528	0.0929572	0.315834	0.26993	0.161191	0.049455	0.0063175	0.00497368	0.001628	0	0	0	0
5A	Single-Family Detached	Yes	None	Renter	0	0.0105158	0.0196296	0.0918209	0.0771407	0.244415	0.285725	0.178096	0.041654	0.0255523	0.0085945	0.016856	0	0	0	0
5B	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	3	14311.9	57	255972
5B	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0616756	0.0280403	0.0221267	0	0.268656	0.317089	0.257917	0.0232847	0	0	0.0212102	3	14311.9	50	217379
5B	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0447154	0.0215927	0.117464	0.107853	0.233842	0.263017	0.145778	0.0413849	0.0201985	0.00415441	0	0	0	93	422868
5B	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	45	199942	53	235852
5B	Mobile Home	No	Ducted Heating	Owner	0	0.0679666	0.0309005	0.0243837	0	0.266611	0.313502	0.247602	0.0256597	0	0	0.0233737	39	167783	46	197258
5B	Mobile Home	No	Ducted Heating	Renter	0	0.0447154	0.0215927	0.117464	0.107853	0.233842	0.263017	0.145778	0.0413849	0.0201985	0.00415441	0	6	32159.5	93	422868
5B	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	5808.92	57	255972
5B	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0616756	0.0280403	0.0221267	0	0.268656	0.317089	0.257917	0.0232847	0	0	0.0212102	1	5808.92	50	217379
5B	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0447154	0.0215927	0.117464	0.107853	0.233842	0.263017	0.145778	0.0413849	0.0201985	0.00415441	0	0	0	93	422868
5B	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	8	35909.6	53	235852
5B	Mobile Home	No	Non-Ducted Heating	Owner	0	0.0679666	0.0309005	0.0243837	0	0.266611	0.313502	0.247602	0.0256597	0	0	0.0233737	7	29475.8	46	197258
5B	Mobile Home	No	Non-Ducted Heating	Renter	0	0.0447154	0.0215927	0.117464	0.107853	0.233842	0.263017	0.145778	0.0413849	0.0201985	0.00415441	0	1	6433.79	93	422868
5B	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5B	Mobile Home	No	None	Owner	0	0.0963657	0.0272249	0.0355429	0.00921045	0.245999	0.319068	0.223388	0.0226075	0	0	0.0205934	0	0	0	0
5B	Mobile Home	No	None	Renter	0	0.0552104	0.017473	0.104639	0.0872757	0.235312	0.306146	0.117965	0.0562716	0.0163448	0.00336179	0	0	0	0	0
5B	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	151465
5B	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	0	0	23	101211
5B	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.0997238	0	0.0502423	0	0.241547	0.489076	0	0.119411	0	0	0	0	0	12	50253.9
5B	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	151465
5B	Mobile Home	Yes	Ducted Heating	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	0	0	23	101211
5B	Mobile Home	Yes	Ducted Heating	Renter	0	0.0997238	0	0.0502423	0	0.241547	0.489076	0	0.119411	0	0	0	0	0	12	50253.9
5B	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	151465
5B	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	0	0	23	101211
5B	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.0997238	0	0.0502423	0	0.241547	0.489076	0	0.119411	0	0	0	0	0	12	50253.9
5B	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	8	36333.7	35	151465
5B	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0.327688	0	0.126281	0.0827263	0.0799705	0.360839	0.0224947	0	0	0	0	6	27234.4	23	101211
5B	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.0997238	0	0.0502423	0	0.241547	0.489076	0	0.119411	0	0	0	2	9099.28	12	50253.9
5B	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5B	Mobile Home	Yes	None	Owner	0	0.0963657	0.0272249	0.0355429	0.00921045	0.245999	0.319068	0.223388	0.0226075	0	0	0.0205934	0	0	0	0
5B	Mobile Home	Yes	None	Renter	0	0.0552104	0.017473	0.104639	0.0872757	0.235312	0.306146	0.117965	0.0562716	0.0163448	0.00336179	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	7813.04	19	168006
5B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	843	4.10347e+06
5B	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0	0	0.232349	0	0.262799	0.29142	0.0283335	0.185099	0	0	0	1	7813.04	19	168006
5B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	88948	18	160193
5B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	843	4.10347e+06
5B	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0	0	0.243681	0	0.275616	0.25686	0.0297154	0.194127	0	0	0	11	88948	18	160193
5B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	168006
5B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	843	4.10347e+06
5B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0	0	0.232349	0	0.262799	0.29142	0.0283335	0.185099	0	0	0	0	0	19	168006
5B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	7	71244.9	18	160193
5B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	843	4.10347e+06
5B	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0	0	0.243681	0	0.275616	0.25686	0.0297154	0.194127	0	0	0	7	71244.9	18	160193
5B	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0160512	0.0262669	0.0928542	0.0550492	0.307522	0.284225	0.158131	0.0490639	0.0044372	0.00355268	0.00284694	0	0	0	0
5B	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.0200741	0	0.203067	0.0208368	0.246099	0.278013	0.0491986	0.169231	0	0.0134802	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	299318
5B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	0	0	25	116979
5B	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.106989	0	0.0295038	0.111054	0.120882	0.362639	0.133833	0.0632543	0	0.0718452	0	0	0	36	283550
5B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	299318
5B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	0	0	25	116979
5B	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.106989	0	0.0295038	0.111054	0.120882	0.362639	0.133833	0.0632543	0	0.0718452	0	0	0	36	283550
5B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	299318
5B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	0	0	25	116979
5B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.106989	0	0.0295038	0.111054	0.120882	0.362639	0.133833	0.0632543	0	0.0718452	0	0	0	36	283550
5B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	7	38803.1	38	299318
5B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	0	0	25	116979
5B	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.106989	0	0.0295038	0.111054	0.120882	0.362639	0.133833	0.0632543	0	0.0718452	0	7	38803.1	36	283550
5B	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0160512	0.0262669	0.0928542	0.0550492	0.307522	0.284225	0.158131	0.0490639	0.0044372	0.00355268	0.00284694	0	0	0	0
5B	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.0200741	0	0.203067	0.0208368	0.246099	0.278013	0.0491986	0.169231	0	0.0134802	0	0	0	0	0
5B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	4	32759.1	75	583975
5B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	843	4.10347e+06
5B	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0.0587596	0	0.0893555	0.0290191	0.272559	0.161965	0.177096	0.137989	0.0513134	0.00702186	0.014921	4	32759.1	68	523070
5B	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	56	433575	71	551216
5B	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	5	45027.6	843	4.10347e+06
5B	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0.0626855	0	0.0777287	0.0309579	0.252077	0.172786	0.188929	0.136685	0.0547418	0.00749101	0.0159179	51	388547	64	490311
5B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	75	583975
5B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	0	0	843	4.10347e+06
5B	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0.0587596	0	0.0893555	0.0290191	0.272559	0.161965	0.177096	0.137989	0.0513134	0.00702186	0.014921	0	0	68	523070
5B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	117641	71	551216
5B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0111143	0.0256159	0.0856464	0.0556406	0.293259	0.275905	0.168082	0.0699196	0.00591249	0.0056367	0.0032678	2	15877.8	843	4.10347e+06
5B	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0.0626855	0	0.0777287	0.0309579	0.252077	0.172786	0.188929	0.136685	0.0547418	0.00749101	0.0159179	13	101763	64	490311
5B	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5B	Multi-Family with 5+ Units	No	None	Owner	0	0.0671342	0.020348	0.0905024	0.0589176	0.24718	0.283369	0.152599	0.0681803	0.00469659	0.00447751	0.00259578	0	0	0	0
5B	Multi-Family with 5+ Units	No	None	Renter	0	0.076663	0	0.0643438	0.0564419	0.21724	0.237841	0.158674	0.109233	0.0371462	0.0316152	0.0108014	0	0	0	0
5B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	260515
5B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	0	0	25	116979
5B	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.107061	0	0.0341814	0.111165	0.140047	0.378322	0.095599	0.0503889	0	0.0832358	0	0	0	29	244747
5B	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	260515
5B	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	0	0	25	116979
5B	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.107061	0	0.0341814	0.111165	0.140047	0.378322	0.095599	0.0503889	0	0.0832358	0	0	0	29	244747
5B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	260515
5B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	0	0	25	116979
5B	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.107061	0	0.0341814	0.111165	0.140047	0.378322	0.095599	0.0503889	0	0.0832358	0	0	0	29	244747
5B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	31	260515	31	260515
5B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.283519	0	0.109259	0.0715755	0.0691912	0.312201	0.0927923	0.0614622	0	0	0	2	15767.8	25	116979
5B	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0.107061	0	0.0341814	0.111165	0.140047	0.378322	0.095599	0.0503889	0	0.0832358	0	29	244747	29	244747
5B	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5B	Multi-Family with 5+ Units	Yes	None	Owner	0	0.0671342	0.020348	0.0905024	0.0589176	0.24718	0.283369	0.152599	0.0681803	0.00469659	0.00447751	0.00259578	0	0	0	0
5B	Multi-Family with 5+ Units	Yes	None	Renter	0	0.076663	0	0.0643438	0.0564419	0.21724	0.237841	0.158674	0.109233	0.0371462	0.0316152	0.0108014	0	0	0	0
5B	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	1	4037.09	71	262819
5B	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0.163403	0.0765328	0.19254	0.316884	0.176644	0.0739965	0	0	0	0	0	44	170531
5B	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0.038126	0	0.226739	0.0600567	0.293903	0.186652	0.0835741	0.0919124	0	0.0190358	0	1	4037.09	27	92287.5
5B	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	62	230580	70	258782
5B	Single-Family Attached	No	Ducted Heating	Owner	0	0	0	0.163403	0.0765328	0.19254	0.316884	0.176644	0.0739965	0	0	0	43	166910	44	170531
5B	Single-Family Attached	No	Ducted Heating	Renter	0	0.0398701	0	0.191366	0.062804	0.307348	0.195191	0.0873973	0.096117	0	0.0199066	0	19	63670	26	88250.4
5B	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	71	262819
5B	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.163403	0.0765328	0.19254	0.316884	0.176644	0.0739965	0	0	0	0	0	44	170531
5B	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0.038126	0	0.226739	0.0600567	0.293903	0.186652	0.0835741	0.0919124	0	0.0190358	0	0	0	27	92287.5
5B	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	8	28201.9	70	258782
5B	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0.163403	0.0765328	0.19254	0.316884	0.176644	0.0739965	0	0	0	1	3621.53	44	170531
5B	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0.0398701	0	0.191366	0.062804	0.307348	0.195191	0.0873973	0.096117	0	0.0199066	0	7	24580.4	26	88250.4
5B	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
