Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	fallback_count	fallback_weight
Mobile Home	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	0	0	17	118439
Mobile Home	Ducted Heating	PA	1960-79	0.0972653	0	0	0	0.210267	0.692468	4	36981.3	10	87074
Mobile Home	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	PA	1960-79	0.43761	0	0	0	0.114438	0.447952	1	9156.53	97	657849
Mobile Home	None	PA	1960-79	0.57481	0	0	0	0.234885	0.190305	0	0	136	786693
Mobile Home	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	1	6245.23	14	93898.9
Mobile Home	Ducted Heating	PA	1980-99	0.4047	0	0	0	0.0449517	0.550348	4	36310.9	18	136553
Mobile Home	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	PA	1980-99	0.425784	0	0	0	0.183119	0.391097	1	8144.6	59	400133
Mobile Home	None	PA	1980-99	0.706401	0	0	0	0.158863	0.134735	0	0	139	843203
Mobile Home	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	0	0	12	77577.2
Mobile Home	Ducted Heating	PA	2000-09	0.916998	0	0	0	0.0389445	0.0440577	3	21536.5	90	544318
Mobile Home	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	PA	2000-09	0.3654	0	0	0	0.128373	0.506228	1	8762.64	16	112353
Mobile Home	None	PA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Mobile Home	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	0	0	15	93348.4
Mobile Home	Ducted Heating	PA	2010s	0.873694	0	0	0	0.0498207	0.0764856	0	0	67	295043
Mobile Home	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	PA	2010s	0.38074	0	0	0	0.116941	0.502318	0	0	19	127209
Mobile Home	None	PA	2010s	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Mobile Home	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	0	0	67	387883
Mobile Home	Ducted Heating	PA	<1940	0.47395	0	0	0	0.141164	0.384887	0	0	203	1.24782e+06
Mobile Home	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	PA	<1940	0.210277	0	0	0	0.104721	0.685003	0	0	159	996086
Mobile Home	None	PA	<1940	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	0	0	13	72789.9
Multi-Family with 2 - 4 Units	Ducted Heating	PA	1940-59	0.235876	0	0	0	0.0808086	0.683315	6	38328.6	28	147125
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	1940-59	0.0515963	0	0	0	0.0993993	0.849004	9	45110.1	51	325036
Multi-Family with 2 - 4 Units	None	PA	1940-59	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 2 - 4 Units	Ducted Heating	PA	1960-79	0.298819	0	0	0	0.0599641	0.641216	5	58514.9	17	193879
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	1960-79	0.197783	0	0	0	0.0431785	0.759039	5	61495.5	25	296988
Multi-Family with 2 - 4 Units	None	PA	1960-79	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	0	0	11	90055
Multi-Family with 2 - 4 Units	Ducted Heating	PA	1980-99	0.421296	0	0	0	0	0.578704	2	19284.8	14	154529
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	1980-99	0.0761344	0	0	0	0.113242	0.810623	2	18270.5	16	182166
Multi-Family with 2 - 4 Units	None	PA	1980-99	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 2 - 4 Units	Ducted Heating	PA	2000-09	0.535639	0	0	0	0.121427	0.342934	0	0	16	148010
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	2000-09	0.226456	0	0	0	0.118827	0.654716	1	12288.6	24	234599
Multi-Family with 2 - 4 Units	None	PA	2000-09	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 2 - 4 Units	Ducted Heating	PA	2010s	0.890944	0	0	0	0.0502918	0.058764	3	25116	19	135522
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	2010s	0.360823	0	0	0	0	0.639177	0	0	21	149573
Multi-Family with 2 - 4 Units	None	PA	2010s	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	0	0	10	92732.1
Multi-Family with 2 - 4 Units	Ducted Heating	PA	<1940	0.264602	0	0	0	0.140419	0.594979	4	36352.9	23	218801
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	PA	<1940	0.033418	0	0	0	0.145257	0.821325	8	80622.2	35	341928
Multi-Family with 2 - 4 Units	None	PA	<1940	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	3	10789.3	13	72789.9
Multi-Family with 5+ Units	Ducted Heating	PA	1940-59	0.358921	0	0	0	0.113599	0.52748	7	38437.2	34	184634
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	PA	1940-59	0.633897	0	0	0	0	0.366103	10	88768.5	10	88768.5
Multi-Family with 5+ Units	None	PA	1940-59	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 5+ Units	Ducted Heating	PA	1960-79	0.481762	0	0	0	0.0950776	0.42316	3	29525.3	23	225909
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	1	9851.08	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	PA	1960-79	0.16689	0	0	0	0.0678485	0.765262	18	186681	18	186681
Multi-Family with 5+ Units	None	PA	1960-79	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	4	35002.9	11	90055
Multi-Family with 5+ Units	Ducted Heating	PA	1980-99	0.580946	0	0	0	0	0.419054	3	26965.4	20	173833
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	PA	1980-99	0.251708	0	0	0	0.0598112	0.68848	4	40730.5	34	357040
Multi-Family with 5+ Units	None	PA	1980-99	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 5+ Units	Ducted Heating	PA	2000-09	0.607743	0	0	0	0.0542619	0.337995	4	36503.8	13	117336
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 5+ Units	Non-Ducted Heating	PA	2000-09	0.296156	0	0	0	0.155401	0.548443	4	41471	19	181679
Multi-Family with 5+ Units	None	PA	2000-09	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	1	6549.03	43	393968
Multi-Family with 5+ Units	Ducted Heating	PA	2010s	0.828716	0	0	0	0.0789886	0.0922952	3	21370.5	12	80895.1
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 5+ Units	Non-Ducted Heating	PA	2010s	0.317442	0	0	0	0	0.682558	4	27612.1	18	127233
Multi-Family with 5+ Units	None	PA	2010s	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	3	27882.1	10	92732.1
Multi-Family with 5+ Units	Ducted Heating	PA	<1940	0.146227	0	0	0	0.111738	0.742036	5	42308.8	25	221962
Multi-Family with 5+ Units	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	PA	<1940	0.112859	0	0	0	0.131675	0.755466	3	26473.2	70	636366
Multi-Family with 5+ Units	None	PA	<1940	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Single-Family Attached	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	1	2705.69	67	387883
Single-Family Attached	Ducted Heating	PA	1940-59	0.451089	0	0	0	0.125342	0.423569	29	109378	29	109378
Single-Family Attached	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	1	2360.2	30	126143
Single-Family Attached	Non-Ducted Heating	PA	1940-59	0.098378	0	0	0	0.055796	0.845826	20	55090.9	20	55090.9
Single-Family Attached	None	PA	1940-59	0.24175	0	0	0	0.519473	0.238777	1	2204.84	77	520210
Single-Family Attached	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	1	5844.62	17	118439
Single-Family Attached	Ducted Heating	PA	1960-79	0.598437	0	0	0	0.268553	0.13301	16	114362	16	114362
Single-Family Attached	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	0	0	30	126143
Single-Family Attached	Non-Ducted Heating	PA	1960-79	0.679761	0	0	0	0.137958	0.182281	2	15319.8	11	67649.5
Single-Family Attached	None	PA	1960-79	0.57481	0	0	0	0.234885	0.190305	0	0	136	786693
Single-Family Attached	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	0	0	13	87653.6
Single-Family Attached	Ducted Heating	PA	1980-99	0.806861	0	0	0	0.0666689	0.12647	8	51637.8	48	273649
Single-Family Attached	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	1	4516.92	30	126143
Single-Family Attached	Non-Ducted Heating	PA	1980-99	0.565428	0	0	0	0.103651	0.330922	4	28392.9	11	70535.8
Single-Family Attached	None	PA	1980-99	0.706401	0	0	0	0.158863	0.134735	0	0	139	843203
Single-Family Attached	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	1	5220.64	12	77577.2
Single-Family Attached	Ducted Heating	PA	2000-09	0.936839	0	0	0	0	0.063161	13	77891	13	77891
Single-Family Attached	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	0	0	30	126143
Single-Family Attached	Non-Ducted Heating	PA	2000-09	0.326035	0	0	0	0.0899287	0.584037	1	5486.63	14	98253.9
Single-Family Attached	None	PA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Single-Family Attached	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	0	0	15	93348.4
Single-Family Attached	Ducted Heating	PA	2010s	0.921927	0	0	0	0.0780732	0	7	33465.5	19	76323.2
Single-Family Attached	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	1	5379.29	30	126143
Single-Family Attached	Non-Ducted Heating	PA	2010s	0.38074	0	0	0	0.116941	0.502318	0	0	19	127209
Single-Family Attached	None	PA	2010s	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Single-Family Attached	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	1	6992.11	67	387883
Single-Family Attached	Ducted Heating	PA	<1940	0.429003	0	0	0	0.140607	0.430391	22	140418	22	140418
Single-Family Attached	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	1	6099.29	30	126143
Single-Family Attached	Non-Ducted Heating	PA	<1940	0.098378	0	0	0	0.055796	0.845826	20	142368	20	142368
Single-Family Attached	None	PA	<1940	0.24175	0	0	0	0.519473	0.238777	1	5697.8	77	520210
Single-Family Detached	Ducted Heat Pump	PA	1940-59	0	1	0	0	0	0	3	16305.5	67	387883
Single-Family Detached	Ducted Heating	PA	1940-59	0.67885	0	0	0	0.0556969	0.265453	110	563504	110	563504
Single-Family Detached	Non-Ducted Heat Pump	PA	1940-59	0	0	0	1	0	0	1	2038.77	30	126143
Single-Family Detached	Non-Ducted Heating	PA	1940-59	0.245087	0	0	0	0.144721	0.610192	53	214616	53	214616
Single-Family Detached	None	PA	1940-59	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Single-Family Detached	Ducted Heat Pump	PA	1960-79	0	1	0	0	0	0	15	106738	15	106738
Single-Family Detached	Ducted Heating	PA	1960-79	0.790732	0	0	0	0.0425826	0.166685	52	390006	52	390006
Single-Family Detached	Non-Ducted Heat Pump	PA	1960-79	0	0	0	1	0	0	1	7647.06	30	126143
Single-Family Detached	Non-Ducted Heating	PA	1960-79	0.294168	0	0	0	0.116858	0.588974	30	235014	30	235014
Single-Family Detached	None	PA	1960-79	0.57481	0	0	0	0.234885	0.190305	0	0	136	786693
Single-Family Detached	Ducted Heat Pump	PA	1980-99	0	1	0	0	0	0	10	68229.7	10	68229.7
Single-Family Detached	Ducted Heating	PA	1980-99	0.80455	0	0	0	0.0991777	0.0962722	36	262306	36	262306
Single-Family Detached	Non-Ducted Heat Pump	PA	1980-99	0	0	0	1	0	0	1	8892.69	30	126143
Single-Family Detached	Non-Ducted Heating	PA	1980-99	0.427703	0	0	0	0.189564	0.382732	22	165401	22	165401
Single-Family Detached	None	PA	1980-99	0.706401	0	0	0	0.158863	0.134735	0	0	139	843203
Single-Family Detached	Ducted Heat Pump	PA	2000-09	0	1	0	0	0	0	9	58737.3	11	72356.5
Single-Family Detached	Ducted Heating	PA	2000-09	0.894877	0	0	0	0.0487935	0.0563292	21	144292	21	144292
Single-Family Detached	Non-Ducted Heat Pump	PA	2000-09	0	0	0	1	0	0	0	0	30	126143
Single-Family Detached	Non-Ducted Heating	PA	2000-09	0.185154	0	0	0	0.123721	0.691124	5	39679.1	10	73199.7
Single-Family Detached	None	PA	2000-09	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Single-Family Detached	Ducted Heat Pump	PA	2010s	0	1	0	0	0	0	3	15771.2	15	93348.4
Single-Family Detached	Ducted Heating	PA	2010s	0.904174	0	0	0	0.0468682	0.048958	20	97690.7	20	97690.7
Single-Family Detached	Non-Ducted Heat Pump	PA	2010s	0	0	0	1	0	0	0	0	30	126143
Single-Family Detached	Non-Ducted Heating	PA	2010s	0.38074	0	0	0	0.116941	0.502318	1	4782.74	19	127209
Single-Family Detached	None	PA	2010s	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Single-Family Detached	Ducted Heat Pump	PA	<1940	0	1	0	0	0	0	1	5478.89	67	387883
Single-Family Detached	Ducted Heating	PA	<1940	0.572506	0	0	0	0.105884	0.32161	59	404528	59	404528
Single-Family Detached	Non-Ducted Heat Pump	PA	<1940	0	0	0	1	0	0	1	5268.65	30	126143
Single-Family Detached	Non-Ducted Heating	PA	<1940	0.178725	0	0	0	0.215563	0.605712	39	271197	39	271197
Single-Family Detached	None	PA	<1940	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Mobile Home	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	0	0	67	387883
Mobile Home	Ducted Heating	RI	1940-59	0.325343	0	0	0	0.103721	0.570937	0	0	261	542050
Mobile Home	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	RI	1940-59	0.210466	0	0	0	0.146267	0.643267	0	0	181	280652
Mobile Home	None	RI	1940-59	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Mobile Home	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	0	0	20	124353
Mobile Home	Ducted Heating	RI	1960-79	0.298215	0	0	0	0.41826	0.283525	1	2034.23	13	36808.6
Mobile Home	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	RI	1960-79	0.239349	0	0	0	0.125151	0.6355	0	0	124	311508
Mobile Home	None	RI	1960-79	0.57481	0	0	0	0.234885	0.190305	0	0	136	786693
Mobile Home	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	0	0	21	113124
Mobile Home	Ducted Heating	RI	1980-99	0.303633	0	0	0	0.153247	0.54312	1	2183.18	21	53732.7
Mobile Home	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	RI	1980-99	0.181234	0	0	0	0.312275	0.506492	0	0	115	288779
Mobile Home	None	RI	1980-99	0.706401	0	0	0	0.158863	0.134735	0	0	139	843203
Mobile Home	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	0	0	19	103696
Mobile Home	Ducted Heating	RI	2000-09	0.700011	0	0	0	0.0749895	0.225	1	1960.96	91	242070
Mobile Home	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	RI	2000-09	0.32113	0	0	0	0.299973	0.378896	0	0	38	84492.7
Mobile Home	None	RI	2000-09	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Mobile Home	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	0	0	19	103696
Mobile Home	Ducted Heating	RI	2010s	0.834446	0	0	0	0.0739751	0.0915788	0	0	57	121899
Mobile Home	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	RI	2010s	0.0285145	0	0	0	0.268093	0.703392	0	0	20	32172.8
Mobile Home	None	RI	2010s	0.866578	0	0	0	0.0965782	0.0368434	0	0	115	716729
Mobile Home	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	0	0	67	387883
Mobile Home	Ducted Heating	RI	<1940	0.348966	0	0	0	0.155129	0.495905	0	0	165	417142
Mobile Home	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	0	0	30	126143
Mobile Home	Non-Ducted Heating	RI	<1940	0.116844	0	0	0	0.173399	0.709757	0	0	139	324167
Mobile Home	None	RI	<1940	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	1	871.472	17	191430
Multi-Family with 2 - 4 Units	Ducted Heating	RI	1940-59	0.0867029	0	0	0	0.21666	0.696637	2	2544.6	35	63753.7
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	1940-59	0.0855249	0	0	0	0.196866	0.717609	6	8905.99	57	133925
Multi-Family with 2 - 4 Units	None	RI	1940-59	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 2 - 4 Units	Ducted Heating	RI	1960-79	0.0709597	0	0	0	0.237371	0.691669	2	6601.04	22	144375
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	1960-79	0.0306303	0	0	0	0.115911	0.853458	6	20559.3	20	110464
Multi-Family with 2 - 4 Units	None	RI	1960-79	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	0	0	11	90055
Multi-Family with 2 - 4 Units	Ducted Heating	RI	1980-99	0.281028	0	0	0	0.160663	0.558309	2	9350.96	25	132645
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	1980-99	0	0	0	0	0.589027	0.410973	0	0	10	58636.6
Multi-Family with 2 - 4 Units	None	RI	1980-99	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 2 - 4 Units	Ducted Heating	RI	2000-09	0.703982	0	0	0	0.0369779	0.259041	0	0	11	61394.4
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	2000-09	0.333596	0	0	0	0.111921	0.554482	0	0	19	74584.1
Multi-Family with 2 - 4 Units	None	RI	2000-09	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 2 - 4 Units	Ducted Heating	RI	2010s	0.698741	0	0	0	0	0.301259	0	0	17	74435.7
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	2010s	0.343655	0	0	0	0.238146	0.418199	0	0	10	34378.8
Multi-Family with 2 - 4 Units	None	RI	2010s	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 2 - 4 Units	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	1	2252.08	17	191430
Multi-Family with 2 - 4 Units	Ducted Heating	RI	<1940	0.0892414	0	0	0	0.223004	0.687755	2	6575.83	34	160068
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 2 - 4 Units	Non-Ducted Heating	RI	<1940	0.139096	0	0	0	0.262339	0.598565	5	13284.2	50	212800
Multi-Family with 2 - 4 Units	None	RI	<1940	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	0	0	17	191430
Multi-Family with 5+ Units	Ducted Heating	RI	1940-59	0.188446	0	0	0	0.25782	0.553734	3	5157.18	25	51429.4
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	RI	1940-59	0.0337754	0	0	0	0.156337	0.809887	6	12670.4	31	77911.9
Multi-Family with 5+ Units	None	RI	1940-59	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 5+ Units	Ducted Heating	RI	1960-79	0.362579	0	0	0	0	0.637421	3	8289.61	18	81768
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	RI	1960-79	0.123559	0	0	0	0.213998	0.662443	4	11465.5	39	217944
Multi-Family with 5+ Units	None	RI	1960-79	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	RI	1980-99	0	1	0	0	0	0	2	5262.68	11	90055
Multi-Family with 5+ Units	Ducted Heating	RI	1980-99	0.247041	0	0	0	0.147609	0.605349	1	2585.9	18	87229.9
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	1980-99	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	RI	1980-99	0.089355	0	0	0	0.121679	0.788966	3	7781.17	32	161540
Multi-Family with 5+ Units	None	RI	1980-99	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	RI	2000-09	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 5+ Units	Ducted Heating	RI	2000-09	0.703982	0	0	0	0.0369779	0.259041	1	2183.68	11	61394.4
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	2000-09	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 5+ Units	Non-Ducted Heating	RI	2000-09	0.333596	0	0	0	0.111921	0.554482	0	0	19	74584.1
Multi-Family with 5+ Units	None	RI	2000-09	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	RI	2010s	0	1	0	0	0	0	0	0	43	393968
Multi-Family with 5+ Units	Ducted Heating	RI	2010s	0.853721	0	0	0	0	0.146279	2	4485.71	14	52885.1
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	2010s	0	0	0	1	0	0	0	0	10	70859.4
Multi-Family with 5+ Units	Non-Ducted Heating	RI	2010s	0.343655	0	0	0	0.238146	0.418199	0	0	10	34378.8
Multi-Family with 5+ Units	None	RI	2010s	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Multi-Family with 5+ Units	Ducted Heat Pump	RI	<1940	0	1	0	0	0	0	0	0	17	191430
Multi-Family with 5+ Units	Ducted Heating	RI	<1940	0.20371	0	0	0	0.409195	0.387095	2	5340.31	21	83739
Multi-Family with 5+ Units	Non-Ducted Heat Pump	RI	<1940	0	0	0	1	0	0	0	0	16	119763
Multi-Family with 5+ Units	Non-Ducted Heating	RI	<1940	0.069371	0	0	0	0.21369	0.716939	4	11099.4	24	98029.7
Multi-Family with 5+ Units	None	RI	<1940	0.349729	0	0	0	0.430406	0.219865	0	0	11	96572.5
Single-Family Attached	Ducted Heat Pump	RI	1940-59	0	1	0	0	0	0	0	0	67	387883
Single-Family Attached	Ducted Heating	RI	1940-59	0.373286	0	0	0	0.0295298	0.597185	1	302.153	20	18246.8
Single-Family Attached	Non-Ducted Heat Pump	RI	1940-59	0	0	0	1	0	0	0	0	30	126143
Single-Family Attached	Non-Ducted Heating	RI	1940-59	0.182638	0	0	0	0.271685	0.545677	2	2201.91	17	19614
Single-Family Attached	None	RI	1940-59	0.24175	0	0	0	0.519473	0.238777	0	0	77	520210
Single-Family Attached	Ducted Heat Pump	RI	1960-79	0	1	0	0	0	0	0	0	20	124353
Single-Family Attached	Ducted Heating	RI	1960-79	0.396851	0	0	0	0.0995252	0.503624	0	0	156	433287
Single-Family Attached	Non-Ducted Heat Pump	RI	1960-79	0	0	0	1	0	0	0	0	30	126143
