Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	fallback_count	fallback_weight
150-200%	Single-Family Detached	Wood	CA	Not Available	0	0	0	0	1	0.0412618	330.891	0.0412618	330.891
150-200%	Single-Family Detached	Wood	CA	Owner	0.0218072	0	0.978193	0	0	0.0208975	169.469	0.0208975	169.469
150-200%	Single-Family Detached	Wood	CA	Renter	0	0	1	0	0	0.00342956	26.7538	0.00342956	26.7538
150-200%	Single-Family Detached	Wood	CO	Not Available	0	0	0	0	1	0.0256926	105.761	0.134414	293.644
150-200%	Single-Family Detached	Wood	CO	Owner	0	0	1	0	0	0.0167391	68.8155	0.087573	191.065
150-200%	Single-Family Detached	Wood	CO	Renter	0.329625	0	0.670375	0	0	0.00095537	3.95423	0.0159941	17.5234
150-200%	Single-Family Detached	Wood	CT	Not Available	0	0	0	0	1	0.00501562	12.6835	0.119674	170.647
150-200%	Single-Family Detached	Wood	CT	Owner	0	0	1	0	0	0.00437665	12.223	0.104427	164.451
150-200%	Single-Family Detached	Wood	CT	Renter	0	0	1	0	0	1.02108e-05	0.00425785	0.00133997	1.11174
150-200%	Single-Family Detached	Wood	DC	Not Available	0	0	0	0	1	3.38207e-20	1.64021e-20	1.37438	12588.6
150-200%	Single-Family Detached	Wood	DC	Owner	0.0591079	0	0.940892	0	0	3.38207e-20	1.64021e-20	1.13117	10400.9
150-200%	Single-Family Detached	Wood	DC	Renter	0.00685549	0	0.993145	0	0	5.53736e-55	4.39683e-58	3.98188e-20	3.58189e-16
150-200%	Single-Family Detached	Wood	DE	Not Available	0	0	0	0	1	0.00474079	9.80239	0.167189	568.142
150-200%	Single-Family Detached	Wood	DE	Owner	0	0	1	0	0	0.00336811	6.73439	0.11878	390.322
150-200%	Single-Family Detached	Wood	DE	Renter	0.0433536	0	0.956646	0	0	0.000115903	0.287088	0.0878799	1002.88
150-200%	Single-Family Detached	Wood	FL	Not Available	0	0	0	0	1	4.47485e-19	3.02966e-19	0.183168	857.285
150-200%	Single-Family Detached	Wood	FL	Owner	0.0862967	0	0.913703	0	0	3.20677e-19	2.24044e-19	0.131262	633.964
150-200%	Single-Family Detached	Wood	FL	Renter	0.00469145	0	0.995309	0	0	1.04456e-20	5.94296e-21	0.0204282	68.3287
150-200%	Single-Family Detached	Wood	GA	Not Available	0	0	0	0	1	0.0225176	154.007	0.184347	882.656
150-200%	Single-Family Detached	Wood	GA	Owner	0.065573	0	0.934427	0	0	0.0124769	87.0883	0.102146	499.126
150-200%	Single-Family Detached	Wood	GA	Renter	0	0	1	0	0	0.00146966	9.47315	0.0120318	54.2932
150-200%	Single-Family Detached	Wood	HI	Not Available	0	0	0	0	1	2.56145e-19	1.35148e-19	0.467946	1178.8
150-200%	Single-Family Detached	Wood	HI	Owner	0.137762	0	0.862238	0	0	1.74461e-19	1.00591e-19	0.31872	877.384
150-200%	Single-Family Detached	Wood	HI	Renter	0.0192952	0	0.980705	0	0	7.40229e-21	2.5466e-21	0.0439502	98.5979
150-200%	Single-Family Detached	Wood	IA	Not Available	0	0	0	0	1	0.0136941	38.1215	0.191177	800.277
150-200%	Single-Family Detached	Wood	IA	Owner	0	0	1	0	0	0.00751293	21.9979	0.104884	461.798
150-200%	Single-Family Detached	Wood	IA	Renter	0	0	1	0	0	0.000914321	2.20245	0.0127644	46.2357
150-200%	Single-Family Detached	Wood	ID	Not Available	0	0	0	0	1	0.085583	139.324	0.0851493	138.199
150-200%	Single-Family Detached	Wood	ID	Owner	0.00108882	0	0.998911	0	0	0.0611044	102.272	0.0607948	101.447
150-200%	Single-Family Detached	Wood	ID	Renter	0.0801374	0	0.919863	0	0	0.00204295	2.85805	0.00650432	15.762
150-200%	Single-Family Detached	Wood	IL	Not Available	0	0	0	0	1	0.00463965	24.009	0.0741012	404.716
150-200%	Single-Family Detached	Wood	IL	Owner	0	0	1	0	0	0.00370199	19.6331	0.0591256	330.953
150-200%	Single-Family Detached	Wood	IL	Renter	0	0	1	0	0	5.22425e-05	0.219932	0.00458909	27.1326
150-200%	Single-Family Detached	Wood	IN	Not Available	0	0	0	0	1	0.0283971	116.361	0.181615	1163.81
150-200%	Single-Family Detached	Wood	IN	Owner	0	0	1	0	0	0.0153538	59.5883	0.0981963	595.982
150-200%	Single-Family Detached	Wood	IN	Renter	0	0	1	0	0	0.0019741	9.41103	0.0126254	94.1259
150-200%	Single-Family Detached	Wood	KS	Not Available	0	0	0	0	1	0.00934906	37.0468	0.0646463	253.718
150-200%	Single-Family Detached	Wood	KS	Owner	0	0	1	0	0	0.00590378	27.4708	0.0408231	188.136
150-200%	Single-Family Detached	Wood	KS	Renter	0	0	1	0	0	0.000346255	0.71461	0.0155627	42.8233
150-200%	Single-Family Detached	Wood	KY	Not Available	0	0	0	0	1	0.0394761	114.251	0.0832281	302.995
150-200%	Single-Family Detached	Wood	KY	Owner	0	0	1	0	0	0.0256215	77.2187	0.0540181	204.785
150-200%	Single-Family Detached	Wood	KY	Renter	0	0	1	0	0	0.00147837	3.61531	0.00701297	26.0595
150-200%	Single-Family Detached	Wood	LA	Not Available	0	0	0	0	1	0.0158605	60.94	0.0947239	358.899
150-200%	Single-Family Detached	Wood	LA	Owner	0.0672846	0	0.932715	0	0	0.0106168	41.8561	0.0634065	246.507
150-200%	Single-Family Detached	Wood	LA	Renter	0	0	1	0	0	0.000522301	1.78696	0.0218354	107.384
150-200%	Single-Family Detached	Wood	MA	Not Available	0	0	0	0	1	0.00652742	17.1941	0.0520704	73.1348
150-200%	Single-Family Detached	Wood	MA	Owner	0	0	1	0	0	0.00573239	14.6934	0.0457283	62.498
150-200%	Single-Family Detached	Wood	MA	Renter	0	0	1	0	0	2.4666e-05	0.0982099	0.00216442	1.76784
150-200%	Single-Family Detached	Wood	MD	Not Available	0	0	0	0	1	0.00223921	10.7362	0.0295199	159.664
150-200%	Single-Family Detached	Wood	MD	Owner	0.0575535	0	0.942447	0	0	0.00157381	7.92258	0.461063	2876.87
150-200%	Single-Family Detached	Wood	MD	Renter	0.00666547	0	0.993335	0	0	5.73931e-05	0.213356	0.0162674	99.3025
150-200%	Single-Family Detached	Wood	ME	Not Available	0	0	0	0	1	0.0448944	78.7861	0.0441757	77.3072
150-200%	Single-Family Detached	Wood	ME	Owner	0	0	1	0	0	0.0279193	44.9278	0.0274723	44.0845
150-200%	Single-Family Detached	Wood	ME	Renter	0	0	1	0	0	0.00193984	4.72336	0.00699886	10.8113
150-200%	Single-Family Detached	Wood	MI	Not Available	0	0	0	0	1	0.0441506	364.242	0.0440576	363.618
150-200%	Single-Family Detached	Wood	MI	Owner	0	0	1	0	0	0.0321302	265.159	0.0320625	264.704
150-200%	Single-Family Detached	Wood	MI	Renter	0	0	1	0	0	0.000953045	7.84804	0.00418456	24.3051
150-200%	Single-Family Detached	Wood	MN	Not Available	0	0	0	0	1	0.0218216	89.1765	0.0870637	319.65
150-200%	Single-Family Detached	Wood	MN	Owner	0	0	1	0	0	0.0171516	74.9861	0.0684314	268.785
150-200%	Single-Family Detached	Wood	MN	Renter	0	0	1	0	0	0.00025877	0.614472	0.00671086	14.2224
150-200%	Single-Family Detached	Wood	MO	Not Available	0	0	0	0	1	0.0365919	207.589	0.145934	527.243
150-200%	Single-Family Detached	Wood	MO	Owner	0	0	1	0	0	0.0301365	171.445	0.120189	435.442
150-200%	Single-Family Detached	Wood	MO	Renter	0	0	1	0	0	0.000312923	1.72729	0.0108159	19.2055
150-200%	Single-Family Detached	Wood	MS	Not Available	0	0	0	0	1	0.00475368	23.0957	0.0887705	275.03
150-200%	Single-Family Detached	Wood	MS	Owner	0	0	1	0	0	0.0036385	17.6726	0.0679455	210.45
150-200%	Single-Family Detached	Wood	MS	Renter	0	0	1	0	0	7.44244e-05	0.362312	0.0125082	31.327
150-200%	Single-Family Detached	Wood	MT	Not Available	0	0	0	0	1	0.0626024	95.3859	0.0617801	93.4474
150-200%	Single-Family Detached	Wood	MT	Owner	0.192463	0	0.807537	0	0	0.0491129	74.3018	0.0484678	72.7918
150-200%	Single-Family Detached	Wood	MT	Renter	0.238217	0	0.761783	0	0	0.000816702	1.31497	0.00644779	15.212
150-200%	Single-Family Detached	Wood	NC	Not Available	0	0	0	0	1	0.0434019	288.994	0.221796	1201.71
150-200%	Single-Family Detached	Wood	NC	Owner	0.0678251	0	0.932175	0	0	0.0302228	207.282	0.154447	861.93
150-200%	Single-Family Detached	Wood	NC	Renter	0.0102234	0	0.989777	0	0	0.00118124	6.77317	0.032446	155.74
150-200%	Single-Family Detached	Wood	ND	Not Available	0	0	0	0	1	0.00286981	1.50822	0.0396646	109.023
150-200%	Single-Family Detached	Wood	ND	Owner	0.0176672	0	0.982333	0	0	0.00202534	1.08173	0.0279929	78.1935
150-200%	Single-Family Detached	Wood	ND	Renter	0	0	1	0	0	7.32338e-05	0.0353578	0.00877231	127.663
150-200%	Single-Family Detached	Wood	NE	Not Available	0	0	0	0	1	0.0114256	31.2502	0.0771932	298.287
150-200%	Single-Family Detached	Wood	NE	Owner	0	0	1	0	0	0.0089045	25.2704	0.0601604	241.209
150-200%	Single-Family Detached	Wood	NE	Renter	0	0	1	0	0	0.000153486	0.317216	0.0134807	50.402
150-200%	Single-Family Detached	Wood	NH	Not Available	0	0	0	0	1	0.0144147	44.6334	0.169455	385.491
150-200%	Single-Family Detached	Wood	NH	Owner	0	0	1	0	0	0.0144147	44.6334	0.153692	355.872
150-200%	Single-Family Detached	Wood	NH	Renter	0	0	1	0	0	1.11147e-39	1.30029e-39	1.16988e-22	2.0404e-19
150-200%	Single-Family Detached	Wood	NJ	Not Available	0	0	0	0	1	0.00161579	6.60697	0.0265286	123.485
150-200%	Single-Family Detached	Wood	NJ	Owner	0	0	1	0	0	0.000939177	3.21432	0.0154197	60.0757
150-200%	Single-Family Detached	Wood	NJ	Renter	0	0	1	0	0	8.14634e-05	0.604587	0.0102541	57.7514
150-200%	Single-Family Detached	Wood	NM	Not Available	0	0	0	0	1	0.0348352	127.268	0.0968205	395.92
150-200%	Single-Family Detached	Wood	NM	Owner	0	0	1	0	0	0.0303797	126.425	0.0844368	393.297
150-200%	Single-Family Detached	Wood	NM	Renter	0	0	1	0	0	1.4449e-05	0.00140132	0.000200796	0.726451
150-200%	Single-Family Detached	Wood	NV	Not Available	0	0	0	0	1	0.00986443	26.1167	0.0554438	158.133
150-200%	Single-Family Detached	Wood	NV	Owner	0	0	1	0	0	0.00912357	25.0467	0.0512798	151.654
150-200%	Single-Family Detached	Wood	NV	Renter	0	0	1	0	0	1.13431e-05	0.0111888	0.000637549	2.21375
150-200%	Single-Family Detached	Wood	NY	Not Available	0	0	0	0	1	0.0179066	86.6282	0.0656394	338.338
150-200%	Single-Family Detached	Wood	NY	Owner	0.0625478	0	0.937452	0	0	0.0173135	84.8873	0.0634655	331.539
150-200%	Single-Family Detached	Wood	NY	Renter	0	0	1	0	0	4.20555e-06	0.00883518	0.00035457	2.01005
150-200%	Single-Family Detached	Wood	OH	Not Available	0	0	0	0	1	0.0223157	203.614	0.118715	718.334
150-200%	Single-Family Detached	Wood	OH	Owner	0.0269407	0	0.973059	0	0	0.0211605	195.923	0.11257	691.2
150-200%	Single-Family Detached	Wood	OH	Renter	0	0	1	0	0	1.41842e-05	0.0740349	0.00166005	6.2833
150-200%	Single-Family Detached	Wood	OK	Not Available	0	0	0	0	1	0.0331858	128.151	0.157809	572.433
150-200%	Single-Family Detached	Wood	OK	Owner	0.0996997	0	0.9003	0	0	0.0217257	81.4005	0.103313	363.605
150-200%	Single-Family Detached	Wood	OK	Renter	0	0	1	0	0	0.00120305	5.28153	0.0400461	169.709
150-200%	Single-Family Detached	Wood	OR	Not Available	0	0	0	0	1	0.0752752	303.196	0.074939	301.139
150-200%	Single-Family Detached	Wood	OR	Owner	0.0563331	0	0.943667	0	0	0.0561369	215.48	0.0558861	214.018
150-200%	Single-Family Detached	Wood	OR	Renter	0	0	1	0	0	0.0013634	7.47084	0.0131207	86.673
150-200%	Single-Family Detached	Wood	PA	Not Available	0	0	0	0	1	0.0814473	450.146	0.0814072	449.962
150-200%	Single-Family Detached	Wood	PA	Owner	0.0763481	0	0.923652	0	0	0.0656577	364.516	0.0656254	364.368
150-200%	Single-Family Detached	Wood	PA	Renter	0	0	1	0	0	0.000849476	4.51279	0.00390567	19.4027
150-200%	Single-Family Detached	Wood	RI	Not Available	0	0	0	0	1	0.00574239	6.3639	0.101442	139.299
150-200%	Single-Family Detached	Wood	RI	Owner	0	0	1	0	0	0.00574239	6.3639	0.101442	139.299
150-200%	Single-Family Detached	Wood	RI	Renter	0	0	1	0	0	4.22051e-40	4.15962e-40	8.20131e-22	1.47758e-18
150-200%	Single-Family Detached	Wood	SC	Not Available	0	0	0	0	1	0.0134072	58.1888	0.181747	897.756
150-200%	Single-Family Detached	Wood	SC	Owner	0	0	1	0	0	0.00895438	37.8972	0.121385	584.69
150-200%	Single-Family Detached	Wood	SC	Renter	0.017298	0	0.982702	0	0	0.000446093	2.16705	0.052006	346.492
150-200%	Single-Family Detached	Wood	SD	Not Available	0	0	0	0	1	0.00620098	5.50444	0.0852361	228.304
150-200%	Single-Family Detached	Wood	SD	Owner	0.0678628	0	0.932137	0	0	0.00620098	5.50444	0.0852361	228.304
150-200%	Single-Family Detached	Wood	SD	Renter	0	0	1	0	0	2.33607e-40	2.5311e-40	8.34877e-22	6.34481e-18
150-200%	Single-Family Detached	Wood	TN	Not Available	0	0	0	0	1	0.0115106	30.805	0.0437316	123.687
150-200%	Single-Family Detached	Wood	TN	Owner	0	0	1	0	0	0.0075577	20.2008	0.0287136	81.1097
150-200%	Single-Family Detached	Wood	TN	Renter	0	0	1	0	0	0.000414211	1.11449	0.00404664	12.0476
150-200%	Single-Family Detached	Wood	TX	Not Available	0	0	0	0	1	0.0195535	143.178	0.117321	505.76
150-200%	Single-Family Detached	Wood	TX	Owner	0.0525446	0	0.947455	0	0	0.0141458	106.527	0.0848746	376.293
150-200%	Single-Family Detached	Wood	TX	Renter	0	0	1	0	0	0.000433446	2.70447	0.00260067	9.55322
150-200%	Single-Family Detached	Wood	UT	Not Available	0	0	0	0	1	5.28384e-19	2.91845e-19	0.220113	351.393
150-200%	Single-Family Detached	Wood	UT	Owner	0	0	1	0	0	4.92281e-19	2.75833e-19	0.205073	332.114
150-200%	Single-Family Detached	Wood	UT	Renter	0.285611	0	0.714389	0	0	6.12466e-22	2.25861e-22	0.00408224	5.33185
150-200%	Single-Family Detached	Wood	VA	Not Available	0	0	0	0	1	0.0500403	298.493	0.0498916	297.665
150-200%	Single-Family Detached	Wood	VA	Owner	0	0	1	0	0	0.0341865	195.693	0.0340849	195.151
150-200%	Single-Family Detached	Wood	VA	Renter	0.00824251	0	0.991757	0	0	0.00148796	10.8103	0.0127584	73.0696
150-200%	Single-Family Detached	Wood	VT	Not Available	0	0	0	0	1	0.0521277	41.3028	0.0518226	40.5639
150-200%	Single-Family Detached	Wood	VT	Owner	0.103154	0	0.896846	0	0	0.0392129	32.6439	0.0389834	32.0599
150-200%	Single-Family Detached	Wood	VT	Renter	0	0	1	0	0	0.000890031	0.508722	0.00486652	7.45608
150-200%	Single-Family Detached	Wood	WA	Not Available	0	0	0	0	1	0.0267258	102.322	0.0266789	102.072
150-200%	Single-Family Detached	Wood	WA	Owner	0.107017	0	0.892983	0	0	0.015815	60.9581	0.0157872	60.809
150-200%	Single-Family Detached	Wood	WA	Renter	0	0	1	0	0	0.00142277	5.32625	0.00588397	40.7643
150-200%	Single-Family Detached	Wood	WI	Not Available	0	0	0	0	1	0.0297895	149.5	0.105383	726.226
150-200%	Single-Family Detached	Wood	WI	Owner	0	0	1	0	0	0.0275419	137.433	0.0974315	667.606
150-200%	Single-Family Detached	Wood	WI	Renter	0	0	1	0	0	4.38419e-05	0.253868	0.00341207	27.2605
150-200%	Single-Family Detached	Wood	WV	Not Available	0	0	0	0	1	0.0408714	111.712	0.236348	1234.42
150-200%	Single-Family Detached	Wood	WV	Owner	0	0	1	0	0	0.0310333	80.4501	0.179457	888.976
150-200%	Single-Family Detached	Wood	WV	Renter	0.0125236	0	0.987476	0	0	0.000651271	2.55995	0.0809716	875.014
150-200%	Single-Family Detached	Wood	WY	Not Available	0	0	0	0	1	0.0272034	25.94	0.225907	461.529
150-200%	Single-Family Detached	Wood	WY	Owner	0	0	1	0	0	0.020153	19.7045	0.167358	350.587
150-200%	Single-Family Detached	Wood	WY	Renter	0.259898	0	0.740102	0	0	0.000524091	0.427913	0.023212	131.44
200-300%	Mobile Home	Electricity	AK	Not Available	0	0	0	0	1	8.41751e-19	6.00279e-19	0.345191	128.215
200-300%	Mobile Home	Electricity	AK	Owner	0	0	1	0	0	8.41751e-19	6.00279e-19	0.249304	84.1127
200-300%	Mobile Home	Electricity	AK	Renter	0	0	1	0	0	3.12324e-54	3.30566e-57	7.11555e-21	3.27277e-18
200-300%	Mobile Home	Electricity	AL	Not Available	0	0	0	0	1	0.343274	994.811	0.926741	3452.38
200-300%	Mobile Home	Electricity	AL	Owner	0.10673	0	0.89327	0	0	0.184058	472.778	0.529355	1952.26
200-300%	Mobile Home	Electricity	AL	Renter	0	0	1	0	0	0.0236951	95.9846	0.386562	1437.23
200-300%	Mobile Home	Electricity	AR	Not Available	0	0	0	0	1	0.42507	1650.4	1.11624	5106.87
200-300%	Mobile Home	Electricity	AR	Owner	0	0	1	0	0	0.274412	990.461	0.83591	3825.05
200-300%	Mobile Home	Electricity	AR	Renter	0	0	1	0	0	0.0159626	83.7872	0.553319	2458.07
200-300%	Mobile Home	Electricity	AZ	Not Available	0	0	0	0	1	0.36342	1411.53	0.3126	1273.45
200-300%	Mobile Home	Electricity	AZ	Owner	0	0	1	0	0	0.266922	921.356	0.229596	831.223
200-300%	Mobile Home	Electricity	AZ	Renter	0	0	1	0	0	0.006346	52.0786	0.185592	667.628
200-300%	Mobile Home	Electricity	CA	Not Available	0	0	0	0	1	0.209432	2159.31	0.936965	6176.86
200-300%	Mobile Home	Electricity	CA	Owner	0	0	1	0	0	0.139487	1379.3	0.624042	3945.59
200-300%	Mobile Home	Electricity	CA	Renter	0	0	1	0	0	0.00700794	87.0384	1.01895	4168.33
200-300%	Mobile Home	Electricity	CO	Not Available	0	0	0	0	1	0.0444598	130.289	1.24042	1503.57
200-300%	Mobile Home	Electricity	CO	Owner	0	0	1	0	0	0.0191298	61.7495	0.594053	844.928
200-300%	Mobile Home	Electricity	CO	Renter	0.0721415	0	0.927859	0	0	0.00519453	12.6474	0.70573	959.11
200-300%	Mobile Home	Electricity	CT	Not Available	0	0	0	0	1	1.42437e-17	1.42018e-17	2.82788	10025
200-300%	Mobile Home	Electricity	CT	Owner	0.0719862	0	0.928014	0	0	1.42437e-17	1.42018e-17	48.074	112225
200-300%	Mobile Home	Electricity	CT	Renter	0	0	1	0	0	6.43845e-54	1.16069e-57	4.77217e-20	1.27534e-16
200-300%	Mobile Home	Electricity	DC	Not Available	0	0	0	0	1	4.7619e-18	4.7619e-18	7.34159	53880.6
200-300%	Mobile Home	Electricity	DC	Owner	0.0397289	0	0.960271	0	0	4.7619e-18	4.7619e-18	6.24035	41946.7
200-300%	Mobile Home	Electricity	DC	Renter	0	0	1	0	0	4.7619e-18	4.7619e-18	12.4807	86889.9
200-300%	Mobile Home	Electricity	DE	Not Available	0	0	0	0	1	0.153945	253.268	6.12785	40568.9
200-300%	Mobile Home	Electricity	DE	Owner	0.0477855	0	0.952214	0	0	0.0725782	100.079	3.27422	19853.6
200-300%	Mobile Home	Electricity	DE	Renter	0	0	1	0	0	0.0142934	34.9337	3.86891	24297.5
200-300%	Mobile Home	Electricity	FL	Not Available	0	0	0	0	1	1.04988	9058.61	0.713658	7390.1
200-300%	Mobile Home	Electricity	FL	Owner	0	0	1	0	0	0.555257	4104.34	0.377438	3348.36
200-300%	Mobile Home	Electricity	FL	Renter	0	0	1	0	0	0.0735399	967.93	1.69963	11393.7
200-300%	Mobile Home	Electricity	GA	Not Available	0	0	0	0	1	0.026889	207.313	0.335844	2542.48
200-300%	Mobile Home	Electricity	GA	Owner	0.0562042	0	0.943796	0	0	0.026889	207.313	0.285467	1979.35
200-300%	Mobile Home	Electricity	GA	Renter	0	0	1	0	0	9.32706e-39	9.97761e-39	3.96083e-21	2.84443e-17
200-300%	Mobile Home	Electricity	HI	Not Available	0	0	0	0	1	4.7619e-18	4.7619e-18	0.579568	679.531
200-300%	Mobile Home	Electricity	HI	Owner	0.167901	0	0.832099	0	0	4.7619e-18	4.7619e-18	0.43222	517.537
200-300%	Mobile Home	Electricity	HI	Renter	0.327462	0	0.672538	0	0	4.7619e-18	4.7619e-18	0.147348	161.995
200-300%	Mobile Home	Electricity	IA	Not Available	0	0	0	0	1	0.0353585	158.357	0.814867	5084.4
200-300%	Mobile Home	Electricity	IA	Owner	0	0	1	0	0	0.0353585	158.357	0.633786	3965.32
200-300%	Mobile Home	Electricity	IA	Renter	0	0	1	0	0	7.66361e-39	6.69509e-39	1.50122e-20	7.30851e-17
200-300%	Mobile Home	Electricity	ID	Not Available	0	0	0	0	1	0.0201596	27.2833	0.16455	328.951
200-300%	Mobile Home	Electricity	ID	Owner	0	0	1	0	0	0.0201596	27.2833	0.11447	268.512
200-300%	Mobile Home	Electricity	ID	Renter	0.0450509	0	0.954949	0	0	4.11313e-38	4.54295e-38	1.22614e-20	2.7482e-17
200-300%	Mobile Home	Electricity	IL	Not Available	0	0	0	0	1	0.201001	1960.82	0.199776	1219.03
200-300%	Mobile Home	Electricity	IL	Owner	0	0	1	0	0	0.201001	1960.82	0.199776	1219.03
200-300%	Mobile Home	Electricity	IL	Renter	0	0	1	0	0	1.56272e-38	1.89636e-38	1.49671e-21	1.12593e-17
200-300%	Mobile Home	Electricity	IN	Not Available	0	0	0	0	1	0.223276	1378.93	0.957024	6841.89
200-300%	Mobile Home	Electricity	IN	Owner	0	0	1	0	0	0.223276	1378.93	0.957024	6841.89
200-300%	Mobile Home	Electricity	IN	Renter	0	0	1	0	0	1.66938e-38	1.92713e-38	8.61907e-21	7.59649e-17
200-300%	Mobile Home	Electricity	KS	Not Available	0	0	0	0	1	0.0780115	568.628	0.907858	5119.67
200-300%	Mobile Home	Electricity	KS	Owner	0	0	1	0	0	0.0323561	220.093	0.439301	2484.1
200-300%	Mobile Home	Electricity	KS	Renter	0	0	1	0	0	0.00982576	81.187	0.971951	4276.61
200-300%	Mobile Home	Electricity	KY	Not Available	0	0	0	0	1	1.27012	4048.59	0.729163	2123.69
200-300%	Mobile Home	Electricity	KY	Owner	0	0	1	0	0	0.830653	2586.75	1.53658	4497.54
200-300%	Mobile Home	Electricity	KY	Renter	0	0	1	0	0	0.0463412	163.033	0.625195	1844.82
200-300%	Mobile Home	Electricity	LA	Not Available	0	0	0	0	1	0.443908	2155.26	1.35809	6943.14
200-300%	Mobile Home	Electricity	LA	Owner	0.0338372	0	0.966163	0	0	0.443908	2155.26	1.31282	6712.97
200-300%	Mobile Home	Electricity	LA	Renter	0	0	1	0	0	1.51269e-38	1.60176e-38	8.14516e-21	4.04343e-17
200-300%	Mobile Home	Electricity	MA	Not Available	0	0	0	0	1	0.0728375	128.848	1.49202	4561.06
200-300%	Mobile Home	Electricity	MA	Owner	0.297957	0	0.702043	0	0	7.73751e-05	0.000581609	0.0538892	108.479
200-300%	Mobile Home	Electricity	MA	Renter	0	0	1	0	0	0.0363414	128.301	2.77919	6404.67
200-300%	Mobile Home	Electricity	MD	Not Available	0	0	0	0	1	1.04837e-37	1.4749e-37	1.4257e-19	8.2364e-16
200-300%	Mobile Home	Electricity	MD	Owner	0.035405	0	0.964595	0	0	1.04837e-37	1.4749e-37	1.21184e-19	6.41214e-16
200-300%	Mobile Home	Electricity	MD	Renter	0	0	1	0	0	1.04837e-37	1.4749e-37	2.42369e-19	1.32823e-15
200-300%	Mobile Home	Electricity	ME	Not Available	0	0	0	0	1	3.51235e-18	3.42516e-18	2.49713	9042.14
200-300%	Mobile Home	Electricity	ME	Owner	0.103802	0	0.896198	0	0	5.68312e-19	5.60452e-19	17.1719	40945.2
200-300%	Mobile Home	Electricity	ME	Renter	0	0	1	0	0	1.25494e-18	1.21459e-18	2.77576	7577.05
200-300%	Mobile Home	Electricity	MI	Not Available	0	0	0	0	1	8.86572e-19	2.45264e-19	0.0561161	378.582
200-300%	Mobile Home	Electricity	MI	Owner	0	0	1	0	0	8.86572e-19	2.45264e-19	0.0561161	378.582
200-300%	Mobile Home	Electricity	MI	Renter	0	0	1	0	0	1.36444e-55	1.45229e-59	1.04028e-21	8.65211e-18
200-300%	Mobile Home	Electricity	MN	Not Available	0	0	0	0	1	2.3144e-18	1.95294e-18	0.384558	2332.43
200-300%	Mobile Home	Electricity	MN	Owner	0	0	1	0	0	2.3144e-18	1.95294e-18	0.299101	1819.06
200-300%	Mobile Home	Electricity	MN	Renter	0	0	1	0	0	1.09057e-54	1.73452e-58	1.02684e-20	4.8594e-17
200-300%	Mobile Home	Electricity	MO	Not Available	0	0	0	0	1	0.152786	1355.21	0.331145	2435.33
200-300%	Mobile Home	Electricity	MO	Owner	0	0	1	0	0	0.0699564	639.258	0.176892	1304.46
200-300%	Mobile Home	Electricity	MO	Renter	0	0	1	0	0	0.0159505	132.932	0.293851	1686.16
200-300%	Mobile Home	Electricity	MS	Not Available	0	0	0	0	1	0.275995	1218.08	1.07274	3846.31
200-300%	Mobile Home	Electricity	MS	Owner	0.0750738	0	0.924926	0	0	0.275995	1218.08	0.888839	3155.04
200-300%	Mobile Home	Electricity	MS	Renter	0	0	1	0	0	1.78009e-38	1.82414e-38	5.57461e-21	1.99486e-17
200-300%	Mobile Home	Electricity	MT	Not Available	0	0	0	0	1	0.136068	123.408	0.827511	1659.54
200-300%	Mobile Home	Electricity	MT	Owner	0	0	1	0	0	0.0995862	117.518	0.561755	1321.91
200-300%	Mobile Home	Electricity	MT	Renter	0.147818	0	0.852182	0	0	0.000821691	0.0720056	0.0365011	82.072
200-300%	Mobile Home	Electricity	NC	Not Available	0	0	0	0	1	1.17002	6334.54	0.740571	4569.1
200-300%	Mobile Home	Electricity	NC	Owner	0	0	1	0	0	0.764866	3684.6	0.484125	2657.7
200-300%	Mobile Home	Electricity	NC	Renter	0	0	1	0	0	0.0396684	356.79	1.28052	7901.86
200-300%	Mobile Home	Electricity	ND	Not Available	0	0	0	0	1	0.0445934	15.4954	0.167127	1674.66
200-300%	Mobile Home	Electricity	ND	Owner	0	0	1	0	0	0.0317023	13.9227	0.123215	1238.01
200-300%	Mobile Home	Electricity	ND	Renter	0	0	1	0	0	0.000580893	0.0420702	0.0246735	192.903
200-300%	Mobile Home	Electricity	NE	Not Available	0	0	0	0	1	8.35233e-54	1.57744e-57	1.26894e-20	7.37383e-17
200-300%	Mobile Home	Electricity	NE	Owner	0	0	1	0	0	8.35233e-54	1.57744e-57	9.86953e-21	5.75084e-17
200-300%	Mobile Home	Electricity	NE	Renter	0	0	1	0	0	8.35233e-54	1.57744e-57	3.59533e-20	1.63013e-16
200-300%	Mobile Home	Electricity	NH	Not Available	0	0	0	0	1	6.6867e-18	4.54587e-18	1.49175	5331.83
200-300%	Mobile Home	Electricity	NH	Owner	0.0545866	0	0.945413	0	0	3.96961e-18	2.84817e-18	20.0733	47244.8
200-300%	Mobile Home	Electricity	NH	Renter	0	0	1	0	0	3.48472e-19	1.97538e-19	0.580469	1564.04
200-300%	Mobile Home	Electricity	NJ	Not Available	0	0	0	0	1	0.0328546	169.788	2.43495	14380.7
200-300%	Mobile Home	Electricity	NJ	Owner	0	0	1	0	0	0.0136167	116.659	1.55258	8531.27
