Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None	source_count	source_weight	fallback_count	fallback_weight
Mobile Home	Natural Gas	DE	1970s	0	0.961062	0	0.0389384	0	0	0	84	501080
Mobile Home	None	DE	1970s	0	0	0	0	1	0	0	16	167778
Mobile Home	Other Fuel	DE	1970s	0	0.174372	0	0.825628	0	0	0	13	78782
Mobile Home	Propane	DE	1970s	0	0.601009	0	0.398991	0	0	0	13	111447
Mobile Home	Wood	DE	1970s	0	0.174372	0	0.825628	0	0	0	13	78782
Mobile Home	Electricity	DE	1980s	0.538883	0.256103	0	0.205014	0	1	2717.68	32	292260
Mobile Home	Fuel Oil	DE	1980s	0	0.726166	0	0.273834	0	0	0	24	153895
Mobile Home	Natural Gas	DE	1980s	0	0.965387	0	0.0346133	0	0	0	102	678565
Mobile Home	None	DE	1980s	0	0	0	0	1	0	0	22	252978
Mobile Home	Other Fuel	DE	1980s	0	0.0846033	0	0.915397	0	0	0	11	72307.2
Mobile Home	Propane	DE	1980s	0	0.709096	0	0.290904	0	1	2501.1	17	116396
Mobile Home	Wood	DE	1980s	0	0.0846033	0	0.915397	0	0	0	11	72307.2
Mobile Home	Electricity	DE	1990s	0.624501	0.252088	0	0.123411	0	3	10765.8	59	606972
Mobile Home	Fuel Oil	DE	1990s	0	0.796669	0	0.203331	0	0	0	18	110781
Mobile Home	Natural Gas	DE	1990s	0	0.958399	0	0.0416014	0	0	0	142	992053
Mobile Home	None	DE	1990s	0	0	0	0	1	0	0	22	256540
Mobile Home	Other Fuel	DE	1990s	0	0	0	1	0	0	0	10	69923.5
Mobile Home	Propane	DE	1990s	0	0.808671	0	0.191329	0	1	2928.27	16	104904
Mobile Home	Wood	DE	1990s	0	0	0	1	0	0	0	10	69923.5
Mobile Home	Electricity	DE	2000s	0.497189	0.389674	0	0.113137	0	0	0	28	231209
Mobile Home	Fuel Oil	DE	2000s	0	0.863429	0	0.136571	0	0	0	22	109272
Mobile Home	Natural Gas	DE	2000s	0	0.973171	0	0.026829	0	1	2905.14	163	952168
Mobile Home	None	DE	2000s	0	0	0	0	1	0	0	27	273149
Mobile Home	Other Fuel	DE	2000s	0	0	0	1	0	0	0	12	62893.2
Mobile Home	Propane	DE	2000s	0	0.846048	0	0.153952	0	1	3350.64	19	96935.2
Mobile Home	Wood	DE	2000s	0	0	0	1	0	0	0	12	62893.2
Mobile Home	Electricity	DE	2010s	0.5481	0.370198	0.0817021	0	0	1	2804.57	17	156201
Mobile Home	Fuel Oil	DE	2010s	0	0.819977	0	0.180023	0	0	0	17	113158
Mobile Home	Natural Gas	DE	2010s	0	0.979656	0	0.0203439	0	0	0	107	540890
Mobile Home	None	DE	2010s	0	0	0	0	1	0	0	16	146966
Mobile Home	Other Fuel	DE	2010s	0	0.0802808	0	0.919719	0	0	0	19	102682
Mobile Home	Propane	DE	2010s	0	0.819977	0	0.180023	0	1	2788.62	17	113158
Mobile Home	Wood	DE	2010s	0	0.0802808	0	0.919719	0	0	0	19	102682
Mobile Home	Electricity	DE	<1940	0.387814	0.31745	0.0607151	0.23402	0	0	0	64	388728
Mobile Home	Fuel Oil	DE	<1940	0	0.719231	0	0.280769	0	0	0	14	65769.1
Mobile Home	Natural Gas	DE	<1940	0	0.7713	0	0.2287	0	0	0	153	583978
Mobile Home	None	DE	<1940	0	0	0	0	1	0	0	11	84119.4
Mobile Home	Other Fuel	DE	<1940	0	0.0620835	0	0.937917	0	0	0	19	74524
Mobile Home	Propane	DE	<1940	0	0.801773	0	0.198227	0	0	0	13	87072.6
Mobile Home	Wood	DE	<1940	0	0.0620835	0	0.937917	0	0	0	19	74524
Multi-Family with 2 - 4 Units	Electricity	DE	1940s	0.513706	0.157146	0	0.329148	0	0	0	11	18007
Multi-Family with 2 - 4 Units	Fuel Oil	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Natural Gas	DE	1940s	0	0.430457	0	0.569543	0	1	1022.25	11	13775.6
Multi-Family with 2 - 4 Units	None	DE	1940s	0	0	0	0	1	1	756.068	102	1.39304e+06
Multi-Family with 2 - 4 Units	Other Fuel	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Wood	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Electricity	DE	1950s	0.231791	0.409974	0	0.358235	0	1	2324.06	16	111695
Multi-Family with 2 - 4 Units	Fuel Oil	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Natural Gas	DE	1950s	0	0.531725	0	0.468275	0	0	0	18	90995.4
Multi-Family with 2 - 4 Units	None	DE	1950s	0	0	0	0	1	0	0	102	1.39304e+06
Multi-Family with 2 - 4 Units	Other Fuel	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Wood	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Electricity	DE	1960s	0.409018	0.374079	0.0373497	0.179554	0	0	0	33	264855
Multi-Family with 2 - 4 Units	Fuel Oil	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Natural Gas	DE	1960s	0	0.959768	0	0.0402322	0	1	3208.58	28	177902
Multi-Family with 2 - 4 Units	None	DE	1960s	0	0	0	0	1	0	0	26	412662
Multi-Family with 2 - 4 Units	Other Fuel	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Propane	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Wood	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Electricity	DE	1970s	0.232106	0.47671	0.0630896	0.228094	0	1	2470.96	19	153508
Multi-Family with 2 - 4 Units	Fuel Oil	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Natural Gas	DE	1970s	0	0.759469	0	0.240531	0	0	0	16	101587
Multi-Family with 2 - 4 Units	None	DE	1970s	0	0	0	0	1	0	0	18	295194
Multi-Family with 2 - 4 Units	Other Fuel	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Propane	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Wood	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 2 - 4 Units	Electricity	DE	1980s	0.634373	0.265134	0	0.100493	0	0	0	12	102043
Multi-Family with 2 - 4 Units	Fuel Oil	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Natural Gas	DE	1980s	0	0.905739	0	0.0942612	0	0	0	22	191164
Multi-Family with 2 - 4 Units	None	DE	1980s	0	0	0	0	1	0	0	18	260907
Multi-Family with 2 - 4 Units	Other Fuel	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Propane	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Wood	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Electricity	DE	1990s	0.444783	0.37278	0.0510629	0.131374	0	0	0	15	118173
Multi-Family with 2 - 4 Units	Fuel Oil	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Natural Gas	DE	1990s	0	0.866484	0	0.133516	0	0	0	13	103560
Multi-Family with 2 - 4 Units	None	DE	1990s	0	0	0	0	1	0	0	12	190511
Multi-Family with 2 - 4 Units	Other Fuel	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Propane	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Wood	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 2 - 4 Units	Electricity	DE	2000s	0.293993	0.507103	0.116409	0.0824952	0	1	1722.37	13	101828
Multi-Family with 2 - 4 Units	Fuel Oil	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Natural Gas	DE	2000s	0	0.989666	0	0.0103344	0	0	0	23	139669
Multi-Family with 2 - 4 Units	None	DE	2000s	0	0	0	0	1	0	0	17	243021
Multi-Family with 2 - 4 Units	Other Fuel	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Propane	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Wood	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Electricity	DE	2010s	0.379277	0.48398	0	0.136743	0	0	0	60	474882
Multi-Family with 2 - 4 Units	Fuel Oil	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Natural Gas	DE	2010s	0	0.892433	0	0.107567	0	0	0	17	129302
Multi-Family with 2 - 4 Units	None	DE	2010s	0	0	0	0	1	0	0	12	111791
Multi-Family with 2 - 4 Units	Other Fuel	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Propane	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Wood	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 2 - 4 Units	Electricity	DE	<1940	0.513706	0.157146	0	0.329148	0	0	0	11	46534.3
Multi-Family with 2 - 4 Units	Fuel Oil	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Natural Gas	DE	<1940	0	0.430457	0	0.569543	0	1	2641.74	11	35599.4
Multi-Family with 2 - 4 Units	None	DE	<1940	0	0	0	0	1	1	1953.85	102	1.39304e+06
Multi-Family with 2 - 4 Units	Other Fuel	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Propane	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 2 - 4 Units	Wood	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	DE	1940s	0.536867	0.249433	0	0.213701	0	2	2255.96	26	33484.3
Multi-Family with 5+ Units	Fuel Oil	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Natural Gas	DE	1940s	0	0.268676	0	0.731324	0	0	0	17	15908.9
Multi-Family with 5+ Units	None	DE	1940s	0	0	0	0	1	0	0	102	1.39304e+06
Multi-Family with 5+ Units	Other Fuel	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Wood	DE	1940s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	DE	1950s	0.199669	0.260745	0	0.539586	0	0	0	11	71653.9
Multi-Family with 5+ Units	Fuel Oil	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Natural Gas	DE	1950s	0	0.545147	0	0.454853	0	0	0	13	66795.1
Multi-Family with 5+ Units	None	DE	1950s	0	0	0	0	1	0	0	102	1.39304e+06
Multi-Family with 5+ Units	Other Fuel	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Wood	DE	1950s	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Electricity	DE	1960s	0.419574	0.343479	0.0482591	0.188688	0	1	3771.71	25	204982
Multi-Family with 5+ Units	Fuel Oil	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Natural Gas	DE	1960s	0	0.977569	0	0.022431	0	1	4348.69	19	125237
Multi-Family with 5+ Units	None	DE	1960s	0	0	0	0	1	0	0	26	412662
Multi-Family with 5+ Units	Other Fuel	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Propane	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Wood	DE	1960s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Electricity	DE	1970s	0.307388	0.505808	0	0.186804	0	0	0	47	575934
Multi-Family with 5+ Units	Fuel Oil	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Natural Gas	DE	1970s	0	0.655681	0	0.344319	0	0	0	11	70965.7
Multi-Family with 5+ Units	None	DE	1970s	0	0	0	0	1	0	0	13	237555
Multi-Family with 5+ Units	Other Fuel	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Propane	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Wood	DE	1970s	0	0.294574	0	0.705426	0	0	0	38	278982
Multi-Family with 5+ Units	Electricity	DE	1980s	0.311659	0.455874	0.0188658	0.213601	0	1	4255.28	49	543236
Multi-Family with 5+ Units	Fuel Oil	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Natural Gas	DE	1980s	0	0.85365	0	0.14635	0	1	2785.03	14	123124
Multi-Family with 5+ Units	None	DE	1980s	0	0	0	0	1	0	0	13	204653
Multi-Family with 5+ Units	Other Fuel	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Propane	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Wood	DE	1980s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Electricity	DE	1990s	0.336427	0.466229	0.0260965	0.171247	0	0	0	34	364869
Multi-Family with 5+ Units	Fuel Oil	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Natural Gas	DE	1990s	0	0.844303	0	0.155697	0	0	0	10	78422.2
Multi-Family with 5+ Units	None	DE	1990s	0	0	0	0	1	0	0	12	190511
Multi-Family with 5+ Units	Other Fuel	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Propane	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Wood	DE	1990s	0	0.411695	0	0.588305	0	0	0	24	144934
Multi-Family with 5+ Units	Electricity	DE	2000s	0.335971	0.549157	0.0253404	0.0895316	0	2	7249.87	56	503859
Multi-Family with 5+ Units	Fuel Oil	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Natural Gas	DE	2000s	0	0.989382	0	0.0106182	0	2	7948.44	21	135935
Multi-Family with 5+ Units	None	DE	2000s	0	0	0	0	1	0	0	14	212291
Multi-Family with 5+ Units	Other Fuel	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Propane	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Wood	DE	2000s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Electricity	DE	2010s	0.397476	0.475862	0	0.126662	0	1	3914.04	52	418254
Multi-Family with 5+ Units	Fuel Oil	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Natural Gas	DE	2010s	0	0.88825	0	0.11175	0	0	0	16	124463
Multi-Family with 5+ Units	None	DE	2010s	0	0	0	0	1	0	0	12	111791
Multi-Family with 5+ Units	Other Fuel	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Propane	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Wood	DE	2010s	0	0.468141	0	0.531859	0	0	0	21	103803
Multi-Family with 5+ Units	Electricity	DE	<1940	0.536867	0.249433	0	0.213701	0	2	5829.91	26	86531.1
Multi-Family with 5+ Units	Fuel Oil	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Natural Gas	DE	<1940	0	0.268676	0	0.731324	0	0	0	17	41112.3
Multi-Family with 5+ Units	None	DE	<1940	0	0	0	0	1	0	0	102	1.39304e+06
Multi-Family with 5+ Units	Other Fuel	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Propane	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Multi-Family with 5+ Units	Wood	DE	<1940	0	0.290043	0	0.709957	0	0	0	75	564178
Single-Family Attached	Electricity	DE	1940s	0.373967	0.127346	0.011151	0.487536	0	0	0	19	25883
Single-Family Attached	Fuel Oil	DE	1940s	0	0.719231	0	0.280769	0	0	0	14	25450.2
Single-Family Attached	Natural Gas	DE	1940s	0	0.692974	0	0.307026	0	2	1321.94	47	28454.6
Single-Family Attached	None	DE	1940s	0	0	0	0	1	0	0	11	32551.1
Single-Family Attached	Other Fuel	DE	1940s	0	0.0620835	0	0.937917	0	0	0	19	28838
Single-Family Attached	Propane	DE	1940s	0	0.801773	0	0.198227	0	0	0	13	33693.9
Single-Family Attached	Wood	DE	1940s	0	0.0620835	0	0.937917	0	0	0	19	28838
Single-Family Attached	Electricity	DE	1950s	0.562421	0.317793	0.00577098	0.114014	0	0	0	67	637991
Single-Family Attached	Fuel Oil	DE	1950s	0	0.764685	0	0.235315	0	1	2527.81	16	101249
Single-Family Attached	Natural Gas	DE	1950s	0	0.909206	0	0.0907939	0	1	2527.81	14	58968
Single-Family Attached	None	DE	1950s	0	0	0	0	1	0	0	15	153709
Single-Family Attached	Other Fuel	DE	1950s	0	0.107326	0	0.892674	0	0	0	25	155305
Single-Family Attached	Propane	DE	1950s	0	0.751049	0	0.248951	0	0	0	23	151953
Single-Family Attached	Wood	DE	1950s	0	0.107326	0	0.892674	0	0	0	25	155305
Single-Family Attached	Electricity	DE	1960s	0.619284	0.174499	0.026835	0.179381	0	0	0	90	729158
Single-Family Attached	Fuel Oil	DE	1960s	0	0.764321	0	0.235679	0	0	0	13	82575.6
Single-Family Attached	Natural Gas	DE	1960s	0	0.90787	0	0.0921305	0	1	2573.3	16	61762.3
Single-Family Attached	None	DE	1960s	0	0	0	0	1	0	0	12	137486
Single-Family Attached	Other Fuel	DE	1960s	0	0.203894	0	0.796106	0	0	0	22	139284
Single-Family Attached	Propane	DE	1960s	0	0.876811	0	0.123189	0	0	0	24	157979
Single-Family Attached	Wood	DE	1960s	0	0.203894	0	0.796106	0	0	0	22	139284
Single-Family Attached	Electricity	DE	1970s	0.446793	0.475164	0	0.0780421	0	0	0	23	138266
Single-Family Attached	Fuel Oil	DE	1970s	0	0.72345	0	0.27655	0	0	0	12	71350.7
Single-Family Attached	Natural Gas	DE	1970s	0	1	0	0	0	0	0	11	51283.5
Single-Family Attached	None	DE	1970s	0	0	0	0	1	0	0	15	154753
Single-Family Attached	Other Fuel	DE	1970s	0	0.174372	0	0.825628	0	0	0	13	78782
Single-Family Attached	Propane	DE	1970s	0	0.601009	0	0.398991	0	0	0	13	111447
Single-Family Attached	Wood	DE	1970s	0	0.174372	0	0.825628	0	0	0	13	78782
Single-Family Attached	Electricity	DE	1980s	0.402333	0.474597	0.0249961	0.0980743	0	2	3933.5	38	203664
Single-Family Attached	Fuel Oil	DE	1980s	0	0.726166	0	0.273834	0	0	0	24	153895
Single-Family Attached	Natural Gas	DE	1980s	0	0.964395	0	0.0356047	0	0	0	22	123988
Single-Family Attached	None	DE	1980s	0	0	0	0	1	0	0	20	226520
Single-Family Attached	Other Fuel	DE	1980s	0	0.0846033	0	0.915397	0	0	0	11	72307.2
Single-Family Attached	Propane	DE	1980s	0	0.757933	0	0.242067	0	0	0	12	78136.7
Single-Family Attached	Wood	DE	1980s	0	0.0994348	0	0.900565	0	0	0	10	61522
Single-Family Attached	Electricity	DE	1990s	0.521229	0.367284	0	0.111487	0	1	2490.83	25	140382
Single-Family Attached	Fuel Oil	DE	1990s	0	0.796669	0	0.203331	0	0	0	18	110781
Single-Family Attached	Natural Gas	DE	1990s	0	0.915751	0	0.084249	0	2	4295.46	15	67695.5
Single-Family Attached	None	DE	1990s	0	0	0	0	1	0	0	21	242834
Single-Family Attached	Other Fuel	DE	1990s	0	0	0	1	0	0	0	10	69923.5
Single-Family Attached	Propane	DE	1990s	0	0.727519	0	0.272481	0	0	0	12	73660.9
Single-Family Attached	Wood	DE	1990s	0	0	0	1	0	0	0	10	69923.5
Single-Family Attached	Electricity	DE	2000s	0.557774	0.389457	0	0.0527692	0	2	3593.84	41	251654
Single-Family Attached	Fuel Oil	DE	2000s	0	0.863429	0	0.136571	0	0	0	22	109272
Single-Family Attached	Natural Gas	DE	2000s	0	1	0	0	0	2	3508.6	37	164044
Single-Family Attached	None	DE	2000s	0	0	0	0	1	0	0	25	249284
Single-Family Attached	Other Fuel	DE	2000s	0	0	0	1	0	0	0	12	62893.2
Single-Family Attached	Propane	DE	2000s	0	0.828186	0	0.171814	0	1	1891.62	17	86857.6
Single-Family Attached	Wood	DE	2000s	0	0	0	1	0	0	0	12	62893.2
Single-Family Attached	Electricity	DE	2010s	0.573088	0.378121	0.0487912	0	0	2	3192.09	23	113503
Single-Family Attached	Fuel Oil	DE	2010s	0	0.819977	0	0.180023	0	0	0	17	113158
Single-Family Attached	Natural Gas	DE	2010s	0	0.943277	0	0.0567234	0	1	1929.36	21	79966.5
Single-Family Attached	None	DE	2010s	0	0	0	0	1	0	0	16	146966
Single-Family Attached	Other Fuel	DE	2010s	0	0.0802808	0	0.919719	0	0	0	19	102682
Single-Family Attached	Propane	DE	2010s	0	0.819977	0	0.180023	0	0	0	17	113158
Single-Family Attached	Wood	DE	2010s	0	0.0802808	0	0.919719	0	0	0	19	102682
Single-Family Attached	Electricity	DE	<1940	0.373967	0.127346	0.011151	0.487536	0	0	0	19	66887.5
Single-Family Attached	Fuel Oil	DE	<1940	0	0.719231	0	0.280769	0	0	0	14	65769.1
Single-Family Attached	Natural Gas	DE	<1940	0	0.692974	0	0.307026	0	2	3416.19	47	73533.1
Single-Family Attached	None	DE	<1940	0	0	0	0	1	0	0	11	84119.4
Single-Family Attached	Other Fuel	DE	<1940	0	0.0620835	0	0.937917	0	0	0	19	74524
Single-Family Attached	Propane	DE	<1940	0	0.801773	0	0.198227	0	0	0	13	87072.6
Single-Family Attached	Wood	DE	<1940	0	0.0620835	0	0.937917	0	0	0	19	74524
Single-Family Detached	Electricity	DE	1940s	0.408405	0.373142	0.0742355	0.144218	0	0	0	44	119139
Single-Family Detached	Fuel Oil	DE	1940s	0	0.747184	0	0.252816	0	2	1877.42	12	23434
Single-Family Detached	Natural Gas	DE	1940s	0	0.782583	0	0.217417	0	3	2514.05	106	197523
Single-Family Detached	None	DE	1940s	0	0	0	0	1	0	0	11	32551.1
Single-Family Detached	Other Fuel	DE	1940s	0	0.0620835	0	0.937917	0	0	0	19	28838
Single-Family Detached	Propane	DE	1940s	0	0.801773	0	0.198227	0	0	0	13	33693.9
Single-Family Detached	Wood	DE	1940s	0	0.0620835	0	0.937917	0	1	918.582	19	28838
Single-Family Detached	Electricity	DE	1950s	0.562421	0.317793	0.00577098	0.114014	0	4	14265.6	67	637991
Single-Family Detached	Fuel Oil	DE	1950s	0	0.758659	0	0.241341	0	2	6286.51	15	98721.2
Single-Family Detached	Natural Gas	DE	1950s	0	0.937365	0	0.0626347	0	4	12175.1	89	635412
Single-Family Detached	None	DE	1950s	0	0	0	0	1	0	0	15	153709
Single-Family Detached	Other Fuel	DE	1950s	0	0.107326	0	0.892674	0	0	0	25	155305
Single-Family Detached	Propane	DE	1950s	0	0.751049	0	0.248951	0	0	0	23	151953
Single-Family Detached	Wood	DE	1950s	0	0.107326	0	0.892674	0	0	0	25	155305
Single-Family Detached	Electricity	DE	1960s	0.624457	0.167695	0.0288061	0.179042	0	1	2665.78	82	679266
Single-Family Detached	Fuel Oil	DE	1960s	0	0.764321	0	0.235679	0	1	2043.34	13	82575.6
Single-Family Detached	Natural Gas	DE	1960s	0	0.937457	0	0.0625434	0	3	7021.31	85	573070
Single-Family Detached	None	DE	1960s	0	0	0	0	1	0	0	11	126917
Single-Family Detached	Other Fuel	DE	1960s	0	0.203894	0	0.796106	0	0	0	22	139284
Single-Family Detached	Propane	DE	1960s	0	0.876811	0	0.123189	0	1	3176.07	24	157979
Single-Family Detached	Wood	DE	1960s	0	0.203894	0	0.796106	0	0	0	22	139284
Single-Family Detached	Electricity	DE	1970s	0.598356	0.259091	0.00795315	0.1346	0	5	12329.5	144	1.18414e+06
Single-Family Detached	Fuel Oil	DE	1970s	0	0.72345	0	0.27655	0	0	0	12	71350.7
Single-Family Detached	Natural Gas	DE	1970s	0	0.954365	0	0.0456347	0	7	17211.3	70	427553
Single-Family Detached	None	DE	1970s	0	0	0	0	1	0	0	11	127752
Single-Family Detached	Other Fuel	DE	1970s	0	0.174372	0	0.825628	0	0	0	13	78782
Single-Family Detached	Propane	DE	1970s	0	0.601009	0	0.398991	0	0	0	13	111447
Single-Family Detached	Wood	DE	1970s	0	0.174372	0	0.825628	0	0	0	13	78782
Single-Family Detached	Electricity	DE	1980s	0.603843	0.287294	0.0279165	0.0809461	0	6	14645	171	1.36826e+06
Single-Family Detached	Fuel Oil	DE	1980s	0	0.726166	0	0.273834	0	1	2261.43	24	153895
Single-Family Detached	Natural Gas	DE	1980s	0	0.964194	0	0.0358055	0	1	2101.79	77	532678
Single-Family Detached	None	DE	1980s	0	0	0	0	1	0	0	17	199835
Single-Family Detached	Other Fuel	DE	1980s	0	0.0846033	0	0.915397	0	0	0	11	72307.2
Single-Family Detached	Propane	DE	1980s	0	0.757933	0	0.242067	0	1	3186.39	12	78136.7
Single-Family Detached	Wood	DE	1980s	0	0.0994348	0	0.900565	0	0	0	10	61522
Single-Family Detached	Electricity	DE	1990s	0.663313	0.292844	0.0131325	0.03071	0	7	19353	164	1.4691e+06
Single-Family Detached	Fuel Oil	DE	1990s	0	0.796669	0	0.203331	0	2	5877.6	18	110781
Single-Family Detached	Natural Gas	DE	1990s	0	0.968284	0	0.0317157	0	7	18924.2	125	912824
Single-Family Detached	None	DE	1990s	0	0	0	0	1	0	0	16	191777
Single-Family Detached	Other Fuel	DE	1990s	0	0	0	1	0	0	0	10	69923.5
Single-Family Detached	Propane	DE	1990s	0	0.727519	0	0.272481	0	2	5859.72	12	73660.9
Single-Family Detached	Wood	DE	1990s	0	0	0	1	0	0	0	10	69923.5
Single-Family Detached	Electricity	DE	2000s	0.641438	0.309454	0	0.0491085	0	4	9777.72	183	1.34566e+06
Single-Family Detached	Fuel Oil	DE	2000s	0	0.863429	0	0.136571	0	1	1980.31	22	109272
Single-Family Detached	Natural Gas	DE	2000s	0	0.967274	0	0.032726	0	9	19588.8	124	780595
Single-Family Detached	None	DE	2000s	0	0	0	0	1	0	0	18	193074
Single-Family Detached	Other Fuel	DE	2000s	0	0	0	1	0	0	0	12	62893.2
Single-Family Detached	Propane	DE	2000s	0	0.819919	0	0.180081	0	3	6900.4	15	82870.2
Single-Family Detached	Wood	DE	2000s	0	0	0	1	0	0	0	12	62893.2
