Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1970s	0.347143	0	0.652857	0	3.17711	27474.2	3.17711	27474.2
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1980s	0.350091	0	0.649909	0	3.21633	28767.9	3.21633	28767.9
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	1990s	0.349338	0	0.650662	0	2.1573	19179.5	2.1573	19179.5
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	2000s	0.340835	0	0.659165	0	2.31419	18584.5	2.31419	18584.5
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	2010s	0.349687	0	0.650313	0	1.96118	13998.7	1.96118	13998.7
Yes	0-100%	Multi-Family with 2 - 4 Units	Renter	<1940	0.363237	0	0.636763	0	4.8245	31917.1	4.8245	31917.1
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	1.50759	3968.76	1.50759	3968.76
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.521141	4657.58	0.521141	4657.58
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.967833	9608.99	0.967833	9608.99
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	2.86627	25843.8	2.86627	25843.8
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	3.35019	35063.9	3.35019	35063.9
Yes	0-100%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	3.07101	31636.8	3.07101	31636.8
Yes	0-100%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	5.02529	45325.6	5.02529	45325.6
Yes	0-100%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	5.60226	44061.8	5.60226	44061.8
Yes	0-100%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	1.50759	10256.2	1.50759	10256.2
Yes	0-100%	Multi-Family with 5+ Units	Owner	1940s	0.260518	0	0.739482	0	0.00266299	6.55067	0.00266299	6.55067
Yes	0-100%	Multi-Family with 5+ Units	Owner	1950s	0.247535	0	0.752465	0	0.00092054	7.6876	0.00092054	7.6876
Yes	0-100%	Multi-Family with 5+ Units	Owner	1960s	0.24602	0	0.75398	0	0.00170957	15.8602	0.00170957	15.8602
Yes	0-100%	Multi-Family with 5+ Units	Owner	1970s	0.250451	0	0.749549	0	0.00506297	42.6567	0.00506297	42.6567
Yes	0-100%	Multi-Family with 5+ Units	Owner	1980s	0.253432	0	0.746568	0	0.00591775	57.8749	0.00591775	57.8749
Yes	0-100%	Multi-Family with 5+ Units	Owner	1990s	0.253379	0	0.746621	0	0.00542461	52.2184	0.00542461	52.2184
Yes	0-100%	Multi-Family with 5+ Units	Owner	2000s	0.25459	0	0.74541	0	0.00887663	74.8126	0.00887663	74.8126
Yes	0-100%	Multi-Family with 5+ Units	Owner	2010s	0.24839	0	0.75161	0	0.0098958	72.7266	0.0098958	72.7266
Yes	0-100%	Multi-Family with 5+ Units	Owner	<1940	0.260518	0	0.739482	0	0.00266299	16.9284	0.00266299	16.9284
Yes	0-100%	Multi-Family with 5+ Units	Renter	1940s	0.362237	0	0.637763	0	1.38345	3652.83	1.38345	3652.83
Yes	0-100%	Multi-Family with 5+ Units	Renter	1950s	0.34656	0	0.65344	0	0.478231	4286.82	0.478231	4286.82
Yes	0-100%	Multi-Family with 5+ Units	Renter	1960s	0.344716	0	0.655284	0	0.888142	8844.08	0.888142	8844.08
Yes	0-100%	Multi-Family with 5+ Units	Renter	1970s	0.350099	0	0.649901	0	2.63027	23786.5	2.63027	23786.5
Yes	0-100%	Multi-Family with 5+ Units	Renter	1980s	0.353707	0	0.646293	0	3.07434	32272.7	3.07434	32272.7
Yes	0-100%	Multi-Family with 5+ Units	Renter	1990s	0.353643	0	0.646357	0	2.81814	29118.4	2.81814	29118.4
Yes	0-100%	Multi-Family with 5+ Units	Renter	2000s	0.355105	0	0.644895	0	4.61151	41717.5	4.61151	41717.5
Yes	0-100%	Multi-Family with 5+ Units	Renter	2010s	0.347598	0	0.652402	0	5.14098	40554.3	5.14098	40554.3
Yes	0-100%	Multi-Family with 5+ Units	Renter	<1940	0.362237	0	0.637763	0	1.38345	9439.76	1.38345	9439.76
Yes	0-100%	Single-Family Attached	Not Available	1940s	0	0	0	1	1.50713	2222.19	1.50713	2222.19
Yes	0-100%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.54595	2741.58	0.54595	2741.58
Yes	0-100%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.868907	4131.19	0.868907	4131.19
Yes	0-100%	Single-Family Attached	Not Available	1970s	0	0	0	1	1.65323	7039.81	1.65323	7039.81
Yes	0-100%	Single-Family Attached	Not Available	1980s	0	0	0	1	2.22994	9182.14	2.22994	9182.14
Yes	0-100%	Single-Family Attached	Not Available	1990s	0	0	0	1	1.72243	7962.55	1.72243	7962.55
Yes	0-100%	Single-Family Attached	Not Available	2000s	0	0	0	1	2.476	10112	2.476	10112
Yes	0-100%	Single-Family Attached	Not Available	2010s	0	0	0	1	1.51482	5209.92	1.51482	5209.92
Yes	0-100%	Single-Family Attached	Not Available	<1940	0	0	0	1	1.50713	5742.64	1.50713	5742.64
Yes	0-100%	Single-Family Attached	Owner	1940s	0.247648	0	0.752352	0	0.0890489	136.11	0.0890489	136.11
Yes	0-100%	Single-Family Attached	Owner	1950s	0.238301	0	0.761699	0	0.0322575	167.923	0.0322575	167.923
Yes	0-100%	Single-Family Attached	Owner	1960s	0.243001	0	0.756999	0	0.0513394	253.038	0.0513394	253.038
Yes	0-100%	Single-Family Attached	Owner	1970s	0.246164	0	0.753836	0	0.0976812	431.192	0.0976812	431.192
Yes	0-100%	Single-Family Attached	Owner	1980s	0.258418	0	0.741582	0	0.131756	562.411	0.131756	562.411
Yes	0-100%	Single-Family Attached	Owner	1990s	0.255946	0	0.744054	0	0.10177	487.711	0.10177	487.711
Yes	0-100%	Single-Family Attached	Owner	2000s	0.25775	0	0.74225	0	0.146295	619.365	0.146295	619.365
Yes	0-100%	Single-Family Attached	Owner	2010s	0.254867	0	0.745133	0	0.0895032	319.11	0.0895032	319.11
Yes	0-100%	Single-Family Attached	Owner	<1940	0.247648	0	0.752352	0	0.0890489	351.74	0.0890489	351.74
Yes	0-100%	Single-Family Attached	Renter	1940s	0.346575	0	0.653425	0	0.863372	1258.37	0.863372	1258.37
Yes	0-100%	Single-Family Attached	Renter	1950s	0.335156	0	0.664844	0	0.312752	1552.48	0.312752	1552.48
Yes	0-100%	Single-Family Attached	Renter	1960s	0.340912	0	0.659088	0	0.49776	2339.39	0.49776	2339.39
Yes	0-100%	Single-Family Attached	Renter	1970s	0.344769	0	0.655231	0	0.947066	3986.46	0.947066	3986.46
Yes	0-100%	Single-Family Attached	Renter	1980s	0.35959	0	0.64041	0	1.27744	5199.61	1.27744	5199.61
Yes	0-100%	Single-Family Attached	Renter	1990s	0.356616	0	0.643384	0	0.98671	4508.98	0.98671	4508.98
Yes	0-100%	Single-Family Attached	Renter	2000s	0.358787	0	0.641213	0	1.4184	5726.16	1.4184	5726.16
Yes	0-100%	Single-Family Attached	Renter	2010s	0.355315	0	0.644685	0	0.867776	2950.24	0.867776	2950.24
Yes	0-100%	Single-Family Attached	Renter	<1940	0.346575	0	0.653425	0	0.863372	3251.91	0.863372	3251.91
Yes	0-100%	Single-Family Detached	Not Available	1940s	0	0	0	1	4.1407	8647.52	4.1407	8647.52
Yes	0-100%	Single-Family Detached	Not Available	1950s	0	0	0	1	2.9586	23006.6	2.9586	23006.6
Yes	0-100%	Single-Family Detached	Not Available	1960s	0	0	0	1	2.85214	19308.6	2.85214	19308.6
Yes	0-100%	Single-Family Detached	Not Available	1970s	0	0	0	1	3.879	24488.2	3.879	24488.2
Yes	0-100%	Single-Family Detached	Not Available	1980s	0	0	0	1	3.11163	20283	3.11163	20283
Yes	0-100%	Single-Family Detached	Not Available	1990s	0	0	0	1	3.50419	25086.2	3.50419	25086.2
Yes	0-100%	Single-Family Detached	Not Available	2000s	0	0	0	1	3.97658	23644.3	3.97658	23644.3
Yes	0-100%	Single-Family Detached	Not Available	2010s	0	0	0	1	2.33317	13184.5	2.33317	13184.5
Yes	0-100%	Single-Family Detached	Not Available	<1940	0	0	0	1	4.1407	22347.2	4.1407	22347.2
Yes	0-100%	Single-Family Detached	Owner	1940s	0.247206	0	0.752794	0	1.91302	3865.14	1.91302	3865.14
Yes	0-100%	Single-Family Detached	Owner	1950s	0.243816	0	0.756184	0	1.36688	10283.1	1.36688	10283.1
Yes	0-100%	Single-Family Detached	Owner	1960s	0.249015	0	0.750985	0	1.3177	8630.26	1.3177	8630.26
Yes	0-100%	Single-Family Detached	Owner	1970s	0.251027	0	0.748973	0	1.79211	10945.4	1.79211	10945.4
Yes	0-100%	Single-Family Detached	Owner	1980s	0.250409	0	0.749591	0	1.43758	9065.78	1.43758	9065.78
Yes	0-100%	Single-Family Detached	Owner	1990s	0.257723	0	0.742277	0	1.61895	11212.6	1.61895	11212.6
Yes	0-100%	Single-Family Detached	Owner	2000s	0.257074	0	0.742926	0	1.8372	10568.2	1.8372	10568.2
Yes	0-100%	Single-Family Detached	Owner	2010s	0.259763	0	0.740237	0	1.07793	5893.03	1.07793	5893.03
Yes	0-100%	Single-Family Detached	Owner	<1940	0.247206	0	0.752794	0	1.91302	9988.42	1.91302	9988.42
Yes	0-100%	Single-Family Detached	Renter	1940s	0.347126	0	0.652874	0	0.424011	949.982	0.424011	949.982
Yes	0-100%	Single-Family Detached	Renter	1950s	0.342991	0	0.657009	0	0.302962	2527.41	0.302962	2527.41
Yes	0-100%	Single-Family Detached	Renter	1960s	0.349328	0	0.650672	0	0.292061	2121.16	0.292061	2121.16
Yes	0-100%	Single-Family Detached	Renter	1970s	0.35177	0	0.64823	0	0.397212	2690.18	0.397212	2690.18
Yes	0-100%	Single-Family Detached	Renter	1980s	0.35102	0	0.64898	0	0.318633	2228.2	0.318633	2228.2
Yes	0-100%	Single-Family Detached	Renter	1990s	0.359863	0	0.640137	0	0.358831	2755.86	0.358831	2755.86
Yes	0-100%	Single-Family Detached	Renter	2000s	0.359081	0	0.640919	0	0.407205	2597.46	0.407205	2597.46
Yes	0-100%	Single-Family Detached	Renter	2010s	0.362317	0	0.637683	0	0.238918	1448.4	0.238918	1448.4
Yes	0-100%	Single-Family Detached	Renter	<1940	0.347126	0	0.652874	0	0.424011	2454.97	0.424011	2454.97
Yes	100-150%	Mobile Home	Not Available	1940s	0	0	0	1	0.21524	421.471	55.7202	72071.4
Yes	100-150%	Mobile Home	Not Available	1950s	0	0	0	1	0.48429	2235.07	0.48429	2235.07
Yes	100-150%	Mobile Home	Not Available	1960s	0	0	0	1	1.1031	5205.44	1.1031	5205.44
Yes	100-150%	Mobile Home	Not Available	1970s	0	0	0	1	5.00433	22365.3	5.00433	22365.3
Yes	100-150%	Mobile Home	Not Available	1980s	0	0	0	1	4.43932	21828.8	4.43932	21828.8
Yes	100-150%	Mobile Home	Not Available	1990s	0	0	0	1	6.53791	33123.7	6.53791	33123.7
Yes	100-150%	Mobile Home	Not Available	2000s	0	0	0	1	4.06265	16851.7	4.06265	16851.7
Yes	100-150%	Mobile Home	Not Available	2010s	0	0	0	1	2.23311	10564.3	2.23311	10564.3
Yes	100-150%	Mobile Home	Not Available	<1940	0	0	0	1	0.21524	1089.18	55.7202	186249
Yes	100-150%	Mobile Home	Owner	1940s	0.387546	0	0.612454	0	0.135937	272.483	35.1906	46594.5
Yes	100-150%	Mobile Home	Owner	1950s	0.322524	0	0.677476	0	0.305858	1444.99	0.305858	1444.99
Yes	100-150%	Mobile Home	Owner	1960s	0.314159	0	0.685841	0	0.696676	3365.34	0.696676	3365.34
Yes	100-150%	Mobile Home	Owner	1970s	0.324688	0	0.675312	0	3.16053	14459.3	3.16053	14459.3
Yes	100-150%	Mobile Home	Owner	1980s	0.340045	0	0.659955	0	2.8037	14112.4	2.8037	14112.4
Yes	100-150%	Mobile Home	Owner	1990s	0.356689	0	0.643311	0	4.12908	21414.6	4.12908	21414.6
Yes	100-150%	Mobile Home	Owner	2000s	0.357858	0	0.642142	0	2.56581	10894.7	2.56581	10894.7
Yes	100-150%	Mobile Home	Owner	2010s	0.357971	0	0.642029	0	1.41034	6829.9	1.41034	6829.9
Yes	100-150%	Mobile Home	Owner	<1940	0.387546	0	0.612454	0	0.135937	704.159	35.1906	120411
Yes	100-150%	Mobile Home	Renter	1940s	0.37382	0	0.62618	0	0.00904794	16.182	2.34229	2767.13
Yes	100-150%	Mobile Home	Renter	1950s	0.309935	0	0.690065	0	0.0203579	85.8139	0.0203579	85.8139
Yes	100-150%	Mobile Home	Renter	1960s	0.301752	0	0.698248	0	0.0463707	199.859	0.0463707	199.859
Yes	100-150%	Mobile Home	Renter	1970s	0.312054	0	0.687946	0	0.210365	858.7	0.210365	858.7
Yes	100-150%	Mobile Home	Renter	1980s	0.327103	0	0.672897	0	0.186614	838.101	0.186614	838.101
Yes	100-150%	Mobile Home	Renter	1990s	0.343444	0	0.656556	0	0.274831	1271.76	0.274831	1271.76
Yes	100-150%	Mobile Home	Renter	2000s	0.344592	0	0.655408	0	0.17078	647.007	0.17078	647.007
Yes	100-150%	Mobile Home	Renter	2010s	0.344703	0	0.655297	0	0.0938724	405.61	0.0938724	405.61
Yes	100-150%	Mobile Home	Renter	<1940	0.37382	0	0.62618	0	0.00904794	41.8181	2.34229	7150.89
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	1.16507	1785.26	1.16507	1785.26
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.246276	1301.3	0.246276	1301.3
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	0.473607	2615.21	0.473607	2615.21
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	0.767243	3971.31	0.767243	3971.31
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	0.776715	4158.32	0.776715	4158.32
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	0.520968	2772.33	0.520968	2772.33
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	0.558856	2686.34	0.558856	2686.34
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	0.473607	2023.47	0.473607	2023.47
Yes	100-150%	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	1.16507	4613.52	1.16507	4613.52
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1940s	0.355024	0	0.644976	0	0.0121742	25.6477	0.0121742	25.6477
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1950s	0.357454	0	0.642546	0	0.00257341	18.6949	0.00257341	18.6949
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1960s	0.340562	0	0.659438	0	0.00494886	37.571	0.00494886	37.571
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1970s	0.3391	0	0.6609	0	0.00801716	57.0531	0.00801716	57.0531
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1980s	0.342015	0	0.657985	0	0.00811614	59.7398	0.00811614	59.7398
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	1990s	0.34127	0	0.65873	0	0.00544375	39.8283	0.00544375	39.8283
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	2000s	0.332864	0	0.667136	0	0.00583966	38.5928	0.00583966	38.5928
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	2010s	0.341616	0	0.658384	0	0.00494886	29.0699	0.00494886	29.0699
Yes	100-150%	Multi-Family with 2 - 4 Units	Owner	<1940	0.355024	0	0.644976	0	0.0121742	66.2794	0.0121742	66.2794
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1940s	0.340735	0	0.659265	0	0.936032	1382.95	0.936032	1382.95
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1950s	0.343119	0	0.656881	0	0.19786	1008.04	0.19786	1008.04
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1960s	0.32656	0	0.67344	0	0.380501	2025.87	0.380501	2025.87
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1970s	0.325129	0	0.674871	0	0.616411	3076.36	0.616411	3076.36
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1980s	0.327984	0	0.672016	0	0.624021	3221.23	0.624021	3221.23
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	1990s	0.327254	0	0.672746	0	0.418551	2147.58	0.418551	2147.58
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	2000s	0.319026	0	0.680974	0	0.448991	2080.96	0.448991	2080.96
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	2010s	0.327593	0	0.672407	0	0.380501	1567.48	0.380501	1567.48
Yes	100-150%	Multi-Family with 2 - 4 Units	Renter	<1940	0.340735	0	0.659265	0	0.936032	3573.85	0.936032	3573.85
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	0.569369	919.598	0.569369	919.598
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	0.196819	1079.2	0.196819	1079.2
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	0.365521	2226.49	0.365521	2226.49
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	1.0825	5988.24	1.0825	5988.24
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	1.26526	8124.62	1.26526	8124.62
Yes	100-150%	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	1.15982	7330.54	1.15982	7330.54
Yes	100-150%	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	1.8979	10502.4	1.8979	10502.4
Yes	100-150%	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	2.1158	10209.5	2.1158	10209.5
Yes	100-150%	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	0.569369	2376.45	0.569369	2376.45
Yes	100-150%	Multi-Family with 5+ Units	Owner	1940s	0.35909	0	0.64091	0	0.0023232	4.1893	0.0023232	4.1893
Yes	100-150%	Multi-Family with 5+ Units	Owner	1950s	0.343476	0	0.656524	0	0.00080308	4.91639	0.00080308	4.91639
Yes	100-150%	Multi-Family with 5+ Units	Owner	1960s	0.34164	0	0.65836	0	0.00149143	10.143	0.00149143	10.143
Yes	100-150%	Multi-Family with 5+ Units	Owner	1970s	0.347001	0	0.652999	0	0.00441694	27.2799	0.00441694	27.2799
Yes	100-150%	Multi-Family with 5+ Units	Owner	1980s	0.350594	0	0.649406	0	0.00516266	37.0123	0.00516266	37.0123
Yes	100-150%	Multi-Family with 5+ Units	Owner	1990s	0.35053	0	0.64947	0	0.00473244	33.3949	0.00473244	33.3949
Yes	100-150%	Multi-Family with 5+ Units	Owner	2000s	0.351987	0	0.648013	0	0.00774399	47.8443	0.00774399	47.8443
Yes	100-150%	Multi-Family with 5+ Units	Owner	2010s	0.34451	0	0.65549	0	0.00863311	46.5103	0.00863311	46.5103
Yes	100-150%	Multi-Family with 5+ Units	Owner	<1940	0.35909	0	0.64091	0	0.0023232	10.8261	0.0023232	10.8261
Yes	100-150%	Multi-Family with 5+ Units	Renter	1940s	0.339378	0	0.660622	0	0.498842	799.65	0.498842	799.65
Yes	100-150%	Multi-Family with 5+ Units	Renter	1950s	0.324187	0	0.675813	0	0.172439	938.438	0.172439	938.438
Yes	100-150%	Multi-Family with 5+ Units	Renter	1960s	0.322404	0	0.677596	0	0.320244	1936.08	0.320244	1936.08
Yes	100-150%	Multi-Family with 5+ Units	Renter	1970s	0.327613	0	0.672387	0	0.948415	5207.17	0.948415	5207.17
Yes	100-150%	Multi-Family with 5+ Units	Renter	1980s	0.331107	0	0.668893	0	1.10854	7064.89	1.10854	7064.89
Yes	100-150%	Multi-Family with 5+ Units	Renter	1990s	0.331045	0	0.668955	0	1.01616	6374.39	1.01616	6374.39
Yes	100-150%	Multi-Family with 5+ Units	Renter	2000s	0.332462	0	0.667538	0	1.66281	9132.49	1.66281	9132.49
Yes	100-150%	Multi-Family with 5+ Units	Renter	2010s	0.325192	0	0.674808	0	1.85372	8877.85	1.85372	8877.85
Yes	100-150%	Multi-Family with 5+ Units	Renter	<1940	0.339378	0	0.660622	0	0.498842	2066.48	0.498842	2066.48
Yes	100-150%	Single-Family Attached	Not Available	1940s	0	0	0	1	0.941533	1017.07	0.941533	1017.07
Yes	100-150%	Single-Family Attached	Not Available	1950s	0	0	0	1	0.341066	1254.78	0.341066	1254.78
Yes	100-150%	Single-Family Attached	Not Available	1960s	0	0	0	1	0.542823	1890.79	0.542823	1890.79
Yes	100-150%	Single-Family Attached	Not Available	1970s	0	0	0	1	1.0328	3222.03	1.0328	3222.03
Yes	100-150%	Single-Family Attached	Not Available	1980s	0	0	0	1	1.39309	4202.54	1.39309	4202.54
Yes	100-150%	Single-Family Attached	Not Available	1990s	0	0	0	1	1.07604	3644.35	1.07604	3644.35
Yes	100-150%	Single-Family Attached	Not Available	2000s	0	0	0	1	1.5468	4628.12	1.5468	4628.12
Yes	100-150%	Single-Family Attached	Not Available	2010s	0	0	0	1	0.946337	2384.51	0.946337	2384.51
Yes	100-150%	Single-Family Attached	Not Available	<1940	0	0	0	1	0.941533	2628.33	0.941533	2628.33
Yes	100-150%	Single-Family Attached	Owner	1940s	0.34645	0	0.65355	0	0.206526	218.571	0.206526	218.571
Yes	100-150%	Single-Family Attached	Owner	1950s	0.335034	0	0.664966	0	0.0748131	269.657	0.0748131	269.657
Yes	100-150%	Single-Family Attached	Owner	1960s	0.340788	0	0.659212	0	0.119069	406.338	0.119069	406.338
Yes	100-150%	Single-Family Attached	Owner	1970s	0.344645	0	0.655355	0	0.226547	692.425	0.226547	692.425
Yes	100-150%	Single-Family Attached	Owner	1980s	0.359463	0	0.640537	0	0.305575	903.142	0.305575	903.142
Yes	100-150%	Single-Family Attached	Owner	1990s	0.35649	0	0.64351	0	0.23603	783.185	0.23603	783.185
Yes	100-150%	Single-Family Attached	Owner	2000s	0.358661	0	0.641339	0	0.339293	994.601	0.339293	994.601
Yes	100-150%	Single-Family Attached	Owner	2010s	0.355189	0	0.644811	0	0.20758	512.44	0.20758	512.44
Yes	100-150%	Single-Family Attached	Owner	<1940	0.34645	0	0.65355	0	0.206526	564.838	0.206526	564.838
Yes	100-150%	Single-Family Attached	Renter	1940s	0.323357	0	0.676643	0	0.26608	292.66	0.26608	292.66
Yes	100-150%	Single-Family Attached	Renter	1950s	0.312338	0	0.687662	0	0.0963863	361.063	0.0963863	361.063
Yes	100-150%	Single-Family Attached	Renter	1960s	0.317889	0	0.682111	0	0.153404	544.075	0.153404	544.075
Yes	100-150%	Single-Family Attached	Renter	1970s	0.321612	0	0.678388	0	0.291874	927.136	0.291874	927.136
Yes	100-150%	Single-Family Attached	Renter	1980s	0.335948	0	0.664052	0	0.39369	1209.28	0.39369	1209.28
Yes	100-150%	Single-Family Attached	Renter	1990s	0.333069	0	0.666931	0	0.304092	1048.66	0.304092	1048.66
Yes	100-150%	Single-Family Attached	Renter	2000s	0.335171	0	0.664829	0	0.437132	1331.74	0.437132	1331.74
Yes	100-150%	Single-Family Attached	Renter	2010s	0.331809	0	0.668191	0	0.267438	686.142	0.267438	686.142
Yes	100-150%	Single-Family Attached	Renter	<1940	0.323357	0	0.676643	0	0.26608	756.301	0.26608	756.301
Yes	100-150%	Single-Family Detached	Not Available	1940s	0	0	0	1	4.5582	6753.83	4.5582	6753.83
Yes	100-150%	Single-Family Detached	Not Available	1950s	0	0	0	1	3.25691	17968.4	3.25691	17968.4
Yes	100-150%	Single-Family Detached	Not Available	1960s	0	0	0	1	3.13972	15080.2	3.13972	15080.2
Yes	100-150%	Single-Family Detached	Not Available	1970s	0	0	0	1	4.27011	19125.6	4.27011	19125.6
Yes	100-150%	Single-Family Detached	Not Available	1980s	0	0	0	1	3.42537	15841.2	3.42537	15841.2
Yes	100-150%	Single-Family Detached	Not Available	1990s	0	0	0	1	3.8575	19592.6	3.8575	19592.6
Yes	100-150%	Single-Family Detached	Not Available	2000s	0	0	0	1	4.37753	18466.5	4.37753	18466.5
Yes	100-150%	Single-Family Detached	Not Available	2010s	0	0	0	1	2.56841	10297.3	2.56841	10297.3
Yes	100-150%	Single-Family Detached	Not Available	<1940	0	0	0	1	4.5582	17453.4	4.5582	17453.4
Yes	100-150%	Single-Family Detached	Owner	1940s	0.345921	0	0.654079	0	2.92252	4224.4	2.92252	4224.4
Yes	100-150%	Single-Family Detached	Owner	1950s	0.341793	0	0.658207	0	2.08818	11239	2.08818	11239
Yes	100-150%	Single-Family Detached	Owner	1960s	0.348119	0	0.651881	0	2.01305	9432.43	2.01305	9432.43
Yes	100-150%	Single-Family Detached	Owner	1970s	0.350558	0	0.649442	0	2.73781	11962.7	2.73781	11962.7
Yes	100-150%	Single-Family Detached	Owner	1980s	0.349809	0	0.650191	0	2.19619	9908.43	2.19619	9908.43
Yes	100-150%	Single-Family Detached	Owner	1990s	0.358638	0	0.641362	0	2.47326	12254.8	2.47326	12254.8
Yes	100-150%	Single-Family Detached	Owner	2000s	0.357857	0	0.642143	0	2.80668	11550.5	2.80668	11550.5
Yes	100-150%	Single-Family Detached	Owner	2010s	0.361088	0	0.638912	0	1.64675	6440.78	1.64675	6440.78
Yes	100-150%	Single-Family Detached	Owner	<1940	0.345921	0	0.654079	0	2.92252	10916.8	2.92252	10916.8
Yes	100-150%	Single-Family Detached	Renter	1940s	0.324748	0	0.675252	0	0.180455	295.368	0.180455	295.368
Yes	100-150%	Single-Family Detached	Renter	1950s	0.320748	0	0.679252	0	0.128938	785.821	0.128938	785.821
Yes	100-150%	Single-Family Detached	Renter	1960s	0.326879	0	0.673121	0	0.124298	659.509	0.124298	659.509
Yes	100-150%	Single-Family Detached	Renter	1970s	0.329244	0	0.670756	0	0.169049	836.427	0.169049	836.427
Yes	100-150%	Single-Family Detached	Renter	1980s	0.328517	0	0.671483	0	0.135607	692.791	0.135607	692.791
Yes	100-150%	Single-Family Detached	Renter	1990s	0.337087	0	0.662913	0	0.152715	856.851	0.152715	856.851
Yes	100-150%	Single-Family Detached	Renter	2000s	0.336329	0	0.663671	0	0.173302	807.601	0.173302	807.601
Yes	100-150%	Single-Family Detached	Renter	2010s	0.339468	0	0.660532	0	0.101681	450.335	0.101681	450.335
Yes	100-150%	Single-Family Detached	Renter	<1940	0.324748	0	0.675252	0	0.180455	763.298	0.180455	763.298
Yes	150-200%	Mobile Home	Not Available	1940s	0	0	0	1	0.100101	186.592	25.9137	31907.2
Yes	150-200%	Mobile Home	Not Available	1950s	0	0	0	1	0.225228	989.504	0.225228	989.504
Yes	150-200%	Mobile Home	Not Available	1960s	0	0	0	1	0.513019	2304.54	0.513019	2304.54
Yes	150-200%	Mobile Home	Not Available	1970s	0	0	0	1	2.32735	9901.5	2.32735	9901.5
Yes	150-200%	Mobile Home	Not Available	1980s	0	0	0	1	2.06459	9663.98	2.06459	9663.98
Yes	150-200%	Mobile Home	Not Available	1990s	0	0	0	1	3.04057	14664.4	3.04057	14664.4
Yes	150-200%	Mobile Home	Not Available	2000s	0	0	0	1	1.88941	7460.52	1.88941	7460.52
Yes	150-200%	Mobile Home	Not Available	2010s	0	0	0	1	1.03855	4677.01	1.03855	4677.01
Yes	150-200%	Mobile Home	Not Available	<1940	0	0	0	1	0.100101	482.197	25.9137	82455.5
