Building,ASHRAE IECC Climate Zone 2004,Bathroom Spot Vent Hour,County and PUMA,AIANNH Area,CEC Climate Zone,City,County,AHS Region,ASHRAE IECC Climate Zone 2004 - Sub-CZ Split,Building America Climate Zone,Dehumidifier,Door Area,Doors,Eaves,Electric Vehicle Battery,Electric Vehicle Miles Traveled,Energystar Climate Zone 2023,Generation And Emissions Assessment Region,Ground Thermal Conductivity,HVAC System Is Faulted,HVAC System Is Scaled,Holiday Lighting,Hot Water Distribution,ISO RTO Region,Interior Shading,Lighting Interior Use,Lighting Other Use,Mechanical Ventilation,Metropolitan and Micropolitan Statistical Area,County Metro Status,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Natural Ventilation,Orientation,Overhangs,PUMA,Geometry Building Type ACS,Geometry Building Number Units SFA,Geometry Building Horizontal Location SFA,Geometry Building Type RECS,Cooling Setpoint Has Offset,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Corridor,Neighbors,PUMA Metro Status,REEDS Balancing Area,Radiant Barrier,Range Spot Vent Hour,State,Census Division,Census Division RECS,Census Region,Custom State,Lighting,Location Region,Plug Loads,Usage Level,Clothes Dryer Usage Level,Clothes Washer Usage Level,Cooking Range Usage Level,Dishwasher Usage Level,Hot Water Fixtures,Plug Load Diversity,Refrigerator Usage Level,Vacancy Status,Ceiling Fan,Has PV,Battery,PV Orientation,PV System Size,Tenure,Vintage,Heating Fuel,HVAC Heating Type,HVAC Secondary Heating Fuel,HVAC Secondary Heating Type,HVAC Secondary Heating Efficiency,HVAC Secondary Heating Partial Space Conditioning,Vintage ACS,Geometry Foundation Type,HVAC Cooling Type,Cooling Setpoint,HVAC Has Shared System,HVAC Cooling Efficiency,HVAC Cooling Autosizing Factor,HVAC Has Ducts,HVAC Heating Efficiency,HVAC Has Zonal Electric Heating,HVAC Heating Autosizing Factor,HVAC Heating Type And Fuel,HVAC Shared Efficiencies,HVAC System Single Speed AC Airflow,HVAC System Single Speed AC Charge,HVAC System Single Speed ASHP Airflow,HVAC System Single Speed ASHP Charge,Heating Setpoint,Heating Setpoint Has Offset,Heating Setpoint Offset Magnitude,Heating Setpoint Offset Period,Income,Income RECS2015,Income RECS2020,Geometry Floor Area,Bedrooms,Geometry Floor Area Bin,Geometry Stories,Geometry Building Level MF,Geometry Building Number Units MF,Geometry Building Horizontal Location MF,Geometry Building Type Height,Geometry Stories Low Rise,Geometry Attic Type,Geometry Garage,Geometry Space Combination,Duct Location,Duct Leakage and Insulation,Geometry Story Bin,Geometry Wall Type,Geometry Wall Exterior Finish,HVAC Cooling Partial Space Conditioning,Infiltration,Insulation Ceiling,Insulation Floor,Insulation Foundation Wall,Insulation Rim Joist,Insulation Roof,Insulation Slab,Insulation Wall,Misc Well Pump,Occupants,Area Median Income,Federal Poverty Level,Clothes Washer Presence,Clothes Dryer,Clothes Washer,Cooking Range,Cooling Unavailable Days,Dishwasher,Electric Vehicle Charge At Home,Electric Vehicle Ownership,Electric Vehicle Charger,Electric Vehicle Outlet Access,Heating Unavailable Days,Household Has Tribal Persons,Misc Extra Refrigerator,Misc Freezer,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Refrigerator,Roof Material,State Metro Median Income,Water Heater Fuel,Water Heater Efficiency,Water Heater In Unit,Water Heater Location,Window Areas,Windows
75584,3A,Hour13,"G0501190, G05000900",No,None,Not in a census Place,"AR, Pulaski County",Non-CBSA West South Central,3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",11000,South-Central,MISO South,1.1,No,No,No Exterior Use,Uninsulated,MISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Little Rock-North Little Rock-Conway, AR MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",East,None,"AR, 00900",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Night Setback +4h,Double-Loaded Interior,4,"In metro area, not/partially in principal city",85,None,Hour12,AR,West South Central,West South Central,South,Others,100% Incandescent,CR09,104%,High,120% Usage,120% Usage,120% Usage,120% Usage,180% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,2010s,Electricity,Ducted Heating,None,None,None,0%,2010s,Vented Crawlspace,Central AC,70F,None,"AC, SEER 15",None,Yes,"Electric Furnace, 100% AFUE",No,None,Electricity Electric Furnace,None,None,None,None,None,68F,Yes,3F,Night +2h,35000-39999,20000-39999,20000-39999,500-749,1,0-1499,2,Bottom,11,Middle,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",Crawlspace,"20% Leakage to Outside, R-6",<8,Brick,None,100% Conditioned,10 ACH50,None,Ceiling R-13,Uninsulated,Uninsulated,"Finished, R-19",None,"Brick, 12-in, 3-wythe, R-11",None,2,60-80%,200-300%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",60-80%,Electricity,Electric Standard,Yes,Crawlspace,F18 B18 L18 R18,"Double, Low-E, Non-metal, Air, M-Gain"
60170,4A,Hour5,"G1000030, G10000102",No,None,Not in a census Place,"DE, New Castle County","CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",15000,North-Central,PJM East,1.7,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",West,None,"DE, 00102",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,5F,Night Setup -5h,Double-Loaded Interior,7,"In metro area, not/partially in principal city",125,None,Hour9,DE,South Atlantic,South Atlantic,South,Others,100% LED,CR08,106%,High,120% Usage,120% Usage,120% Usage,120% Usage,150% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,1970s,Electricity,Non-Ducted Heating,None,None,None,0%,1960-79,Slab,Central AC,70F,None,"AC, SEER 13",None,Yes,"Electric Wall Furnace, 100% AFUE",No,None,Electricity Electric Wall Furnace,None,None,None,None,None,72F,No,0F,None,45000-49999,40000-59999,40000-59999,1000-1499,2,0-1499,3,Bottom,12,Left,"Multi-Family with 5+ Units, 1-3 Stories",3,None,None,"Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Brick,None,100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-19",Uninsulated,"Brick, 12-in, 3-wythe, R-7",None,2,60-80%,200-300%,None,None,None,Electric Resistance,Never,None,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",80-100%,Propane,Propane Tankless,No,Conditioned Mechanical Room,F30 B30 L30 R30,"Double, Clear, Metal, Air"
436193,3A,Hour19,"G4701570, G47003205",No,None,"TN, Memphis","TN, Shelby County",Non-CBSA East South Central,3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",11000,South-Central,SERTP,1.4,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Memphis, TN-MS-AR MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",West,None,"TN, 03205",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day Setup and Night Setback -1h,Double-Loaded Interior,None,"In metro area, not/partially in principal city",92,None,Hour8,TN,East South Central,East South Central,South,Others,100% CFL,CR08,123%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,80% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1990s,Electricity,Ducted Heating,None,None,None,0%,1980-99,Vented Crawlspace,Central AC,68F,None,"AC, SEER 13",None,Yes,"Electric Furnace, 100% AFUE",No,None,Electricity Electric Furnace,None,None,None,None,None,72F,Yes,12F,Day and Night -2h,25000-29999,20000-39999,20000-39999,500-749,1,0-1499,3,Bottom,18,Left,"Multi-Family with 5+ Units, 1-3 Stories",3,None,None,"Multi-Family with 5+ Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",Crawlspace,"10% Leakage to Outside, Uninsulated",<8,Concrete,None,100% Conditioned,20 ACH50,None,Ceiling R-19,Uninsulated,Uninsulated,"Finished, Uninsulated",None,"CMU, 6-in Hollow, R-15",None,1,30-60%,200-300%,Yes,Electric,EnergyStar,Electric Resistance,Never,318 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Standard,Yes,Living Space,F15 B15 L15 R15,"Single, Clear, Metal"
541329,3A,Hour6,"G3701230, G37003700",No,None,In another census Place,"NC, Montgomery County",Non-CBSA South Atlantic,3A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 300 mile range",7000,South-Central,SERTP,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,None,Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"NC, 03700",Mobile Home,None,None,Mobile Home,Yes,5F,Day Setup -5h,Not Applicable,Left/Right at 15ft,Not/partially in metro area,98,No,Hour17,NC,South Atlantic,South Atlantic,South,Others,100% LED,CR09,110%,High,120% Usage,120% Usage,120% Usage,120% Usage,120% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Owner,1980s,Electricity,Ducted Heat Pump,None,None,None,0%,1980-99,Ambient,Ducted Heat Pump,62F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 10, 6.2 HSPF",No,None,Electricity ASHP,None,None,None,None,None,70F,Yes,3F,Day and Night +3h,70000-79999,60000-79999,60000-99999,1500-1999,3,1500-2499,1,None,None,None,Mobile Home,1,None,None,"Mobile Home, Ambient, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,8 ACH50,None,Ceiling R-19,None,None,"Finished, R-13",None,"Wood Stud, R-11",Typical Efficiency,2,120-150%,400%+,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,100%,No,None,Yes,Never,No,None,None,None,Has Pool,Electricity,1.0 HP Pump,EF 19.9,Composition Shingles,150%+,Electricity,Electric Standard,Yes,Living Space,F9 B9 L9 R9,"Double, Clear, Metal, Air"
256634,7B,Hour3,"G0801170, G08000400",No,None,In another census Place,"CO, Summit County",Non-CBSA Mountain,7B,Very Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",15000,Northern,West Connect North,1.1,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Breckenridge, CO MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",West,None,"CO, 00400",Single-Family Attached,7,Right,Single-Family Attached,No,0F,None,Not Applicable,27,Not/partially in metro area,33,No,Hour10,CO,Mountain,Mountain North,West,Others,100% LED,CR05,79%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Vacant,"Standard Efficiency, No usage",No,None,None,None,Not Available,1970s,Electricity,Ducted Heat Pump,None,None,None,0%,1960-79,Unheated Basement,Ducted Heat Pump,70F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 15, 8.5 HSPF",No,None,Electricity ASHP,None,None,None,None,None,55F,No,0F,None,Not Available,Not Available,Not Available,1500-1999,3,1500-2499,1,None,None,None,Single-Family Attached,1,None,None,"Single-Family Attached, Unheated Basement, No Attic, No Garage",Unheated Basement,"20% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,15 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-7",None,"Wood Stud, R-7",None,0,Not Available,Not Available,Yes,Electric,EnergyStar,Electric Resistance,Never,290 Rated kWh,100%,No,None,No,3 months,Not Available,None,None,None,None,None,None,EF 17.6,Composition Shingles,Not Available,Electricity,Electric Standard,Yes,Unheated Basement,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
387707,5A,Hour22,"G4400070, G44000101",No,None,"RI, Woonsocket","RI, Providence County",Non-CBSA New England,5A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",3000,Northern,ISONE,1.4,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Providence-Warwick, RI-MA MSA",Metropolitan,None,Gas Grill,None,"Cooling Season, 7 days/wk",Southeast,None,"RI, 00101",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,2F,Day Setup +5h,Double-Loaded Interior,4,"In metro area, not/partially in principal city",133,None,Hour21,RI,New England,New England,Northeast,Others,100% LED,CR03,121%,High,120% Usage,120% Usage,120% Usage,120% Usage,140% Usage,200%,105% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1970s,Fuel Oil,Non-Ducted Heating,None,None,None,0%,1960-79,Unheated Basement,None,78F,None,None,None,No,"Fuel Wall/Floor Furnace, 60% AFUE",No,None,Fuel Oil Fuel Wall/Floor Furnace,None,None,None,None,None,70F,Yes,3F,Day +5h,20000-24999,20000-39999,20000-39999,750-999,2,0-1499,2,Top,4,Left,Multi-Family with 2 - 4 Units,2,None,None,"Multi-Family with 2 - 4 Units Top Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",None,50 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, Uninsulated",None,"Wood Stud, R-7",Typical Efficiency,2,30-60%,100-150%,None,None,None,Electric Resistance,Never,None,80-99%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,Composition Shingles,30-60%,Fuel Oil,Fuel Oil Standard,Yes,Living Space,F9 B9 L9 R9,"Single, Clear, Non-metal"
282992,4A,Hour21,"G2101170, G21002400",No,None,In another census Place,"KY, Kenton County",Non-CBSA East South Central,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",1000,North-Central,PJM East,1.4,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Cincinnati, OH-KY-IN MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"KY, 02400",3 or 4 Unit,None,None,Multi-Family with 2 - 4 Units,Yes,5F,Night Setup +2h,Double-Loaded Interior,27,"In metro area, not/partially in principal city",109,None,Hour21,KY,East South Central,East South Central,South,Others,100% LED,CR08,140%,Low,80% Usage,80% Usage,80% Usage,80% Usage,50% Usage,50%,95% Usage,Occupied,None,No,None,None,None,Renter,<1940,Electricity,Ducted Heating,None,None,None,0%,<1940,Vented Crawlspace,Central AC,72F,Heating and Cooling,Shared Cooling,None,No,Shared Heating,No,None,Electricity Shared Heating,"Fan Coil Heating and Cooling, Electricity",None,None,None,None,67F,Yes,6F,Day and Night +1h,100000-119999,100000-119999,100000-149999,1000-1499,1,0-1499,2,Bottom,4,Right,Multi-Family with 2 - 4 Units,2,None,None,"Multi-Family with 2 - 4 Units Bottom Unit, Vented Crawlspace, No Attic, No Garage",None,None,<8,Wood Frame,"Vinyl, Light",100% Conditioned,40 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-30",None,"Wood Stud, Uninsulated",None,2,150%+,400%+,None,None,None,Gas,Never,None,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",150%+,Electricity,Electric Standard,No,Conditioned Mechanical Room,F9 B9 L9 R9,"Double, Low-E, Non-metal, Air, M-Gain"
243256,4A,Hour23,"G2400270, G24000901",No,None,"MD, Columbia","MD, Howard County",Non-CBSA South Atlantic,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 200 mile range",5000,North-Central,PJM East,1.1,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Baltimore-Columbia-Towson, MD MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",Southwest,None,"MD, 00901",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day Setup and Night Setback -2h,Double-Loaded Interior,27,"In metro area, not/partially in principal city",123,None,Hour3,MD,South Atlantic,South Atlantic,South,Others,100% CFL,CR08,106%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Owner,2010s,Electricity,Ducted Heat Pump,None,None,None,0%,2010s,Slab,Ducted Heat Pump,72F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 15, 8.5 HSPF",No,None,Electricity ASHP,None,None,None,None,None,72F,Yes,3F,Night +2h,50000-59999,40000-59999,40000-59999,1000-1499,2,0-1499,4,Bottom,17,Left,"Multi-Family with 5+ Units, 4-7 Stories",4+,None,None,"Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",100% Conditioned,10 ACH50,None,None,None,None,"Finished, R-19","2ft R5 Under, Horizontal","Wood Stud, R-15",None,1,80-100%,400%+,Yes,Electric,EnergyStar,Electric Resistance,Never,290 Rated kWh,100%,No,None,No,1 month,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",80-100%,Electricity,Electric Standard,Yes,Living Space,F30 B30 L30 R30,"Double, Low-E, Non-metal, Air, M-Gain"
228302,3B,Hour6,"G0600190, G06001903",No,13,"CA, Fresno","CA, Fresno County",Non-CBSA Pacific,3B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",15000,South-Central,CAISO,1.4,No,No,No Exterior Use,Uninsulated,CAISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Fresno, CA MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"CA, 01903",10 to 19 Unit,None,None,Multi-Family with 5+ Units,Yes,2F,Day Setup and Night Setback +2h,Double-Loaded Interior,7,"In metro area, not/partially in principal city",9,None,Hour14,CA,Pacific,Pacific,West,Others,100% CFL,CR11,91%,Low,80% Usage,80% Usage,80% Usage,80% Usage,70% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1960s,Natural Gas,Non-Ducted Heating,None,None,None,0%,1960-79,Slab,Central AC,70F,None,"AC, SEER 13",None,Yes,"Fuel Boiler, 80% AFUE",No,None,Natural Gas Fuel Boiler,None,None,None,None,None,70F,Yes,6F,Day +3h,30000-34999,20000-39999,20000-39999,500-749,2,0-1499,2,Bottom,10,Middle,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Bottom Unit, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,15 ACH50,None,None,None,None,"Finished, R-30",Uninsulated,"Wood Stud, Uninsulated",None,3,30-60%,100-150%,None,None,None,Electric Resistance,Never,318 Rated kWh,0-19%,No,None,No,Never,No,None,None,None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",30-60%,Electricity,Electric Premium,No,Conditioned Mechanical Room,F12 B12 L12 R12,"Double, Clear, Metal, Air"
149862,2B,Hour22,"G0400130, G04000105",No,None,"AZ, Gilbert","AZ, Maricopa County","CBSA Phoenix-Mesa-Scottsdale, AZ",2B,Hot-Dry,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",15000,Southern,West Connect South,0.5,No,No,No Exterior Use,Uninsulated,None,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Phoenix-Mesa-Scottsdale, AZ MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",South,None,"AZ, 00105",Single-Family Attached,36,Middle,Single-Family Attached,No,0F,None,Not Applicable,27,"In metro area, not/partially in principal city",28,No,Hour19,AZ,Mountain,Mountain South,West,Others,100% Incandescent,CR10,103%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,100% Usage,100%,100% Usage,Occupied,None,No,None,None,None,Owner,1990s,Electricity,Ducted Heat Pump,None,None,None,0%,1980-99,Slab,Ducted Heat Pump,72F,None,Ducted Heat Pump,None,Yes,"ASHP, SEER 15, 8.5 HSPF",No,None,Electricity ASHP,None,None,None,None,None,68F,Yes,3F,Day -2h,60000-69999,60000-79999,60000-99999,750-999,2,0-1499,2,None,None,None,Single-Family Attached,2,None,None,"Single-Family Attached, Slab, No Attic, No Garage",Living Space,"0% Leakage to Outside, Uninsulated",<8,Wood Frame,"Wood, Medium/Dark",100% Conditioned,20 ACH50,None,None,None,None,"Finished, R-13",Uninsulated,"Wood Stud, R-11",None,2,100-120%,300-400%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,20-39%,No,None,Yes,Never,No,None,"EF 12, National Average",Electricity,None,None,None,EF 19.9,Composition Shingles,100-120%,Electricity,Electric Standard,Yes,Outside,F9 B9 L9 R9,"Double, Clear, Metal, Air"
354749,6A,Hour13,"G5000030, G50000400",No,None,Not in a census Place,"VT, Bennington County",Non-CBSA New England,6A,Cold,None,20 ft^2,Fiberglass,2 ft,"Compact, Battery Electric Vehicle, 300 mile range",3000,Northern,ISONE,1.1,No,No,No Exterior Use,Uninsulated,NEISO,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Bennington, VT MicroSA",Non-Metropolitan,None,None,None,"Cooling Season, 7 days/wk",North,None,"VT, 00400",5 to 9 Unit,None,None,Multi-Family with 5+ Units,Yes,9F,Day Setup -1h,Double-Loaded Interior,27,Not/partially in metro area,129,None,Hour9,VT,New England,New England,Northeast,Others,100% CFL,CR03,94%,Low,80% Usage,80% Usage,80% Usage,80% Usage,80% Usage,50%,95% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,<1940,Propane,Non-Ducted Heating,None,None,None,0%,<1940,Unheated Basement,None,70F,Heating Only,None,None,No,Shared Heating,No,None,Propane Shared Heating,"Boiler Baseboards Heating Only, Fuel",None,None,None,None,70F,Yes,12F,Night -4h,50000-59999,40000-59999,40000-59999,750-999,1,0-1499,2,Bottom,8,Left,"Multi-Family with 5+ Units, 1-3 Stories",2,None,None,"Multi-Family with 5+ Units Bottom Unit, Unheated Basement, No Attic, No Garage",None,None,<8,Wood Frame,"Shingle, Asbestos, Medium",None,40 ACH50,None,Uninsulated,Uninsulated,Uninsulated,"Finished, R-19",None,"Wood Stud, Uninsulated",None,2,80-100%,300-400%,None,None,None,Gas,Never,318 Rated kWh,100%,No,None,No,Never,No,None,None,None,None,None,None,EF 17.6,"Asphalt Shingles, Medium",80-100%,Electricity,Electric Premium,No,Conditioned Mechanical Room,F18 B18 L18 R18,"Single, Clear, Non-metal"
404058,5A,Hour2,"G3901730, G39000300",No,None,In another census Place,"OH, Wood County",Non-CBSA East North Central,5A,Cold,None,20 ft^2,Fiberglass,2 ft,"SUV, Battery Electric Vehicle, 300 mile range",3000,Northern,PJM East,1.4,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Toledo, OH MSA",Metropolitan,None,None,None,"Cooling Season, 7 days/wk",West,None,"OH, 00300",Single-Family Detached,None,None,Single-Family Detached,Yes,5F,Day Setup +2h,Not Applicable,Left/Right at 15ft,"In metro area, not/partially in principal city",111,No,Hour17,OH,East North Central,East North Central,Midwest,Others,100% CFL,CR04,85%,High,120% Usage,120% Usage,120% Usage,120% Usage,130% Usage,200%,105% Usage,Occupied,None,No,None,None,None,Owner,2010s,Natural Gas,Ducted Heating,None,None,None,0%,2010s,Ambient,Central AC,72F,None,"AC, SEER 15",None,Yes,"Fuel Furnace, 92.5% AFUE",No,None,Natural Gas Fuel Furnace,None,None,None,None,None,68F,No,0F,None,200000+,140000+,150000+,4000+,4,4000+,2,None,None,None,Single-Family Detached,2,Vented Attic,None,"Single-Family Detached, Ambient, Vented Attic, No Garage",Attic,"30% Leakage to Outside, R-8",<8,Wood Frame,"Vinyl, Light",100% Conditioned,2 ACH50,R-49,Ceiling R-30,None,None,"Unfinished, Uninsulated",None,"Wood Stud, R-11",None,3,150%+,400%+,Yes,Electric,Standard,Electric Resistance,Never,None,80-99%,No,None,Yes,Never,No,EF 21.9,"EF 12, National Average",None,None,None,None,EF 19.9,"Asphalt Shingles, Medium",150%+,Electricity,Electric Standard,Yes,Living Space,F12 B12 L12 R12,"Double, Low-E, Non-metal, Air, M-Gain"
535900,4A,Hour8,"G2400050, G24000504",No,None,"MD, Towson","MD, Baltimore County",Non-CBSA South Atlantic,4A,Mixed-Humid,None,20 ft^2,Fiberglass,2 ft,"Midsize, Battery Electric Vehicle, 200 mile range",7000,North-Central,PJM East,1.1,No,No,No Exterior Use,Uninsulated,PJM,"Summer = 0.7, Winter = 0.85",100% Usage,100% Usage,None,"Baltimore-Columbia-Towson, MD MSA",Metropolitan,None,Gas Grill,None,"Cooling Season, 7 days/wk",South,None,"MD, 00504",Single-Family Attached,60,Middle,Single-Family Attached,Yes,2F,Day and Night Setup -3h,Not Applicable,4,"In metro area, not/partially in principal city",123,No,Hour17,MD,South Atlantic,South Atlantic,South,Others,100% CFL,CR08,96%,Medium,100% Usage,100% Usage,100% Usage,100% Usage,90% Usage,100%,100% Usage,Occupied,Standard Efficiency,No,None,None,None,Renter,1950s,Natural Gas,Non-Ducted Heating,None,None,None,0%,1940-59,Vented Crawlspace,Central AC,62F,None,"AC, SEER 13",None,Yes,"Fuel Wall/Floor Furnace, 68% AFUE",No,None,Natural Gas Fuel Wall/Floor Furnace,None,None,None,None,None,78F,Yes,3F,Day and Night -4h,70000-79999,60000-79999,60000-99999,1500-1999,3,1500-2499,1,None,None,None,Single-Family Attached,1,Unvented Attic,None,"Single-Family Attached, Vented Crawlspace, Unvented Attic, No Garage",Crawlspace,"10% Leakage to Outside, Uninsulated",<8,Wood Frame,"Brick, Medium/Dark",60% Conditioned,20 ACH50,R-13,Uninsulated,Uninsulated,Uninsulated,"Unfinished, Uninsulated",None,"Wood Stud, Uninsulated",None,3,80-100%,300-400%,Yes,Electric,Standard,Electric Resistance,Never,318 Rated kWh,80-99%,No,None,No,Never,No,None,None,None,None,None,None,EF 15.9,Composition Shingles,60-80%,Natural Gas,Natural Gas Standard,Yes,Living Space,F9 B9 L9 R9,"Single, Clear, Non-metal"
